,Description,Duration,Location,Occurred,Posted,Reported,Shape
635,"It looked like a fireball.It moved really slow any frist I thought it was that bag you light and floats in the sky.  Then I was, like no way, it started picking up speed and was gon fast then any aircraft I seen.  It was just floating like it was checking us out.  One of the people I was with thought it was a shooting star I was like know way it's floating marking no sound, I recorded it and you you tell we never seen my thing like this ever.  I set out every night staring at the stars I live next to a airport it was no such thing.  Kinda of creepy.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  We have no means of contacting him/her.  No date was provided by source, so we have assigned an arbitrary date, which is our best guess of the date.  PD))",Duration:2 minutes,"Location: Santa rosa, CA",Occurred : 7/20/2017 21:45  (Entered as : 21:45),Posted: 7/23/2017,Reported: 7/20/2017 11:11:46 PM 23:11,Shape: Fireball
636,"Was outside my apt complex and noticed an extremely bright dot in the sky that's never been there before.  It moved up and down and I caught it all on film.  It dimmed in and out.  It finally moved down and almost disappeared behind my building, but I backed up and lifted my phone it got very very bright directly st me then, disappeared completely",Duration:5 minutes,"Location: Reno, NV",Occurred : 7/20/2017 21:30  (Entered as : 07/20/2017 21:30),Posted: 7/23/2017,Reported: 7/20/2017 10:28:13 PM 22:28,Shape: Changing
637,"Three Orange Spheres over the Atlantic Ocean in North Myrtle Beach, SC.It was about 9pm on the beach in the Cresent Beach area.  I was sitting at the base of the dunes looking out over the ocean.  Suddenly, I saw an orange sphere appear, as I watched a second sphere appeared than a third.  They formed a triangle type shape.  Suddenly, the sphere on the left blinked out, than the sphere higher up blinked out, and finally the sphere to the right blinked out.  At the same time there was a large aircraft approaching from the south.  It was very high up and was very lit up.  There was one red light to the west side of the aircraft and bright white lights near the center of the aircraft.  I thought it was a airplane but it was so high up I could only see lights.Following at a much lower level was a plane that I could see very clearly.  It was not a jet plain.  It looked like a military aircraft.  One other thing.  As the large aircraft was approaching I looked back toward where the spheres were and saw a glint of orange light as if the spheres were still there only I just couldn't see them.",Duration:3 minutes,"Location: North Myrtle Beach, SC",Occurred : 7/20/2017 21:00  (Entered as : 07/20/2017 21:00),Posted: 7/23/2017,Reported: 7/20/2017 8:05:54 PM 20:05,Shape: Sphere
638,"Large, bright orange fireball after sunset in skyMy location:  Route 94 heading north,  Hamilton Twp,, Adams County, Pennsylvania 39.889562, 77.041664   While driving, I saw a bright orange sphere that looked like a setting sun but he sun set at 8:32pm.It was at 350 degrees azimuth and 30 degrees elevation.At arm's length, it was ¾” in diameter.  While driving, I saw it for 10 seconds, before losing it behind a hill, then again for 3 seconds before losing it again.  After cresting the next hill, it was gone.  I could not tell if it was moving.  The skies were mostly cloudy, so it may have gone behind a cloud, or been stationary and a cloud moved in front of it.I was not drinking or on medication, and am of sound mind.",Duration:16 seconds,"Location: New Oxford, PA",Occurred : 7/20/2017 20:52  (Entered as : 07-20-17 20:52),Posted: 7/23/2017,Reported: 7/20/2017 6:33:53 PM 18:33,Shape: Fireball
639,"Three lights appeared over Mt Adams then descend to the top of the mountain.Four of us were sitting at Takhlakh Lake.  7 miles North West of Mt Adams.   We were there watching for UFO’s.  We all get together one a year for night watching.  A thought popped in to my head.  I saw the UFO coming in from the South and then descending down over the highest point on the mountain.  Five minutes later I started to get the funny feeling again I turned my head around to look for our group leader and I noticed him pacing behind me.  I said hay do you feel anxious he said yes he was.  This is typical for the two of us before something happens.  He then said I hope they show themselves before it gets totally dark so we can video them with the mountain.  We had 3 camera set ups:  Two Luna Optics LN-DM50-HRSD 5-20X44 HD Night Vision Monocular set up on tripods with 7” monitors.  Also a Canon 7D set up for long exposure shots of the sky.9:15 a light appeared over Mt Adams.  Then another smaller light down to the left of the much larger light.  Our leader said is that moving.  Then both of us started to fumble to get our cameras going.  In the meantime another light appeared to the lower right of the large light.  So now we have a triangle of three lights descending towards the top of the mountain.  I got my Luna going while our group leader was still working with his.  I caught about 13 seconds of video with two of the lights, the main light went down right over the highest point on the mountain.  The whole event lasted about 3-4 minutes.",Duration:3 minutes,"Location: Takhlakh Lake, WA",Occurred : 7/20/2017 20:15  (Entered as : 7/20/17 20:15),Posted: 8/4/2017,Reported: 7/29/2017 9:04:21 AM 09:04,Shape: Circle
640,"Small, micro, silent, very light weight almost see through.I am visiting with my friend, ((man's name deleted)), at his water front cottage in St. Andrews by the sea, NB weather was perfect at about 19:00 Alt.  We are sitting outside on the deck when a micro UFO, about 1/2"" to 3/4"" in size, passed between us, moving from NW to S.Only I noticed it at first, I watched it move up to the window of the cottage stop for a few moments looking inside, then it moved away threw the latis work of a cast iron patio chair, when it noticed that I was watching it and my friend, then it went straight up in seconds.  It was two shades of white, and looked like a soccer ball and a dandelion, it was over in 20 seconds.  The first thing I said to ((man's name deleted)) was that was a UFO and he agreed.  We both think small UFOs are best as not to scare us.",Duration:20 seconds,"Location: St. Andrews By The Sea (Canada), NB",Occurred : 7/20/2017 19:00  (Entered as : 07/22/2017 19:00),Posted: 7/23/2017,Reported: 7/20/2017 6:44:51 PM 18:44,Shape: Sphere
641,"At approximataly 1:18 pm, I was taking a short break from work.  I lay next to a corn field for shade.  Looking up at the clouds, I noticed a ball of light traveling straight across the sky.  It came to a full stop, and made a strange maneuver.  I looked away for a brief second, and when I looked for it again, the UFO was gone.((NUFORC Note:  We spoke via telephone with the witness, who telephoned our Hotline, and we found him to be seemingly sober-minded, and apparently sincere about his sighting.  Some of his co-workers saw the same object, although we have not received report from them.  Source of this report forwards photos of discoloration on his hands.  We cannot imagine how the sighting of an object in the sky could cause the discolorations.  PD))",Duration:7 seconds,"Location: Gretna, NE",Occurred : 7/20/2017 13:18  (Entered as : 07/20/2017 13:18),Posted: 7/23/2017,Reported: 7/20/2017 3:52:29 PM 15:52,Shape: Light
642,"After viewing the moon & Venus in the eastern sky at sun rise.  The cylinder looking and long object appeared.  At first, i thought it was a jet, but it had no tail it appeared south east and disappeared north west and was low under the clouds and moving slow also no color or sound.  this is the first time i ever seen anything like this .",Duration:5-10 minutes,"Location: Waynesboro, VA",Occurred : 7/20/2017 06:00  (Entered as : 07/20/17 06:00),Posted: 7/23/2017,Reported: 7/20/2017 7:18:12 AM 07:18,Shape: Cylinder
643,"Sitting on the front porch, at 4:35am, perfectly clear sky and still dark outside. We were looking at the sky and watching a plane/jet getting closer into view.  We spend many hours on our front porch watching planes, birds, etc.  We were waiting to see if this plane was going to make a turn towards Green airport or go over our house towards Logan airport.We see many planes (commercial flights, small planes, helicopters) day and night because it is a much used flight path and our view is perfect.  Most planes make a turn towards T.F. Green and a few go over our house and head towards Logan Airport.At that point there was a bright flash of light much closer to us than the plane we were watching.  There were a total of 4 flashes each 1 second apart, the sighting lasted only 4 seconds then it was out of our area of sight.The flashes stayed in a straight line across the sky.  The 1st bright flash of white light got our attention.  The 2nd flash, one second later appeared in the sky an impossible distance from the first flash, and so on for the 3rd and 4th flashes.The distance traveled in the one second between flashes is impossible to get our minds around.  We did not see an actual object creating the flashes.  In between the flashes of light there was no object visible in the sky.  Almost like it was invisible except for the bright white flashes.  The time and distance were the same each time.  One second with a ""measured giant jump"" each 1 second apart traveling in a straight horizontal line.  It took only 4 flashes and 4 seconds to cover the entire horizon within our view.  As opposed to the planes we see daily, which take about 1.5 to 2 minutes to travel the same distance.Luckily we were both watching the plane before the flash of light, so we saw the sighting together.  We were both a bit stunned and puzzled and after those 4 seconds, looked at each other and said, ""Hey did you see that too?""  We're thankful we saw this together.",Duration:4 seconds,"Location: Cumberland, RI",Occurred : 7/20/2017 04:35  (Entered as : 07/20/2017 04:35),Posted: 7/23/2017,Reported: 7/20/2017 5:12:35 PM 17:12,Shape: Flash
644,"Object continually rotating over hwy 64 east.  Single band of white lights, with only one bright red light upon completion of each round of rotations.  Hovering above trees.  Oeights over hwy 64.  Was same area morning of 7/19/17 at((NUFORC Note:  Witness provides no contact information.  PD))",Duration:30 minutes,"Location: Asheboro, NC",Occurred : 7/20/2017 03:46  (Entered as : 7/20/2027 03:46),Posted: 7/23/2017,Reported: 7/20/2017 1:05:39 AM 01:05,Shape: Disk
645,"Cigar-shaped ship, covered In glittery bright white lights.I have been watching bright glittery flashing lights in the sky that do zig zagging bouncing movements, and I was watching one of those when I saw a long cigar shaped ship of some kind moving along at a steady sort of slow pace.It was totally covered in bright glittery white lights.It was flying west to east and it was very high up in the sky out over the foothills in Boise Id. The foothills are north of our house, and most of the glittery zig-zagging bouncing lights I see come in toward our house from over the foothills.The one I was watching when I saw the cigar shaped ship was glittering red white and light blue.Then it got higher up in the sky and changed to solid white glittery lights. The cigar shaped ship went out of view after about a minute.",Duration:1 minute,"Location: Boise, ID",Occurred : 7/20/2017 03:30  (Entered as : 7/20/17 3:30 am),Posted: 7/23/2017,Reported: 7/23/2017 9:53:37 AM 09:53,Shape: Cigar
646,"Strange light formation in the sky over Central Pennsylvania.At approximately 2:15 am, in the Eastern sky.  There where twelve perfectly spaced orbs.  It looked like if you would have placed lights by putting one light on each side of every rung.  They were that perfectly spaced apart.  The orb/lights appeared one at a time.  They appeared to be perfectly round and all the same size.  They lasted for approximately 20 minutes and disappeared in reverse order that they appeared.  They looked similar to the ones that were on your you tube video in Michigan.  Except for the formation.((NUFORC Note:  Witness indicates that the date above is approximate.  PD)",Duration:20 minutes,"Location: Everett, PA",Occurred : 7/20/2017 02:15  (Entered as : 07/20/17 2:15),Posted: 8/24/2017,Reported: 8/18/2017 7:36:46 PM 19:36,Shape: Other
647,"Bright flash moving across sky, not a shooting starVery bright light, started over West Pacific Beach moving East.  Did not flash like a light but rather rapidly became bright then dim.  It then looked like a satellite moving across the sky but dimmer.  Every 30 seconds the brightness would return.((NUFORC Note:  Tumbling booster??  PD))",Duration:5 minutes,"Location: San Diego, CA",Occurred : 7/20/2017 02:00  (Entered as : 07/20/17 02:00),Posted: 7/23/2017,Reported: 7/20/2017 2:13:32 AM 02:13,Shape: Light
648,"glowing CD shaped saucer flying NW, slowly floating off into the night.At 12:40 am, i look in the night sky and i see what i thought was maybe a balloon or plastic bag.  it appeared to be moving rather slow.  almost floating.  Moving north-west.  it looked like a glowing white CD. very faint. flew off into the night and disappeared into the distance just like a plane would.  Insane!!!  tried capturing it on camera but my crappy phone wouldn't pick up the faint glow of the saucer. second sighting for me.  first was in 2014.",Duration:10 seconds,"Location: Delray Beach, FL",Occurred : 7/20/2017 00:40  (Entered as : 07/20/2017 00:40),Posted: 7/23/2017,Reported: 7/19/2017 10:45:09 PM 22:45,Shape: Circle
649,"Two objects discharged from glowing craft.Sitting on front porch with roommate around 00:30, noticed a object incredibly high in the sky moving much faster than any craft I've seen moving west.  On course, the object dishcharged two objects that became bright and dimmed out, as if they were shooting into space.  Once the objects discharged, the original object changed course to NE, stalled out, became increasingly bright and dimmed as if it was moving deeper into space.Minutes later, another object was seen moving incredibly fast in a NW direction.  Object made a couple sharp zig zag maneuvers, changed direction to North and became increasingly bright to only dim out like the previous objects.",Duration:10 minutes,"Location: Buffalo, NY",Occurred : 7/20/2017 00:30  (Entered as : 07/20/2017 00:30),Posted: 7/27/2017,Reported: 7/23/2017 4:42:29 PM 16:42,Shape: Light
650,"Weird lights in Roswell.We were driving through Roswell at approximately 11:30 pm on our way to Santa Fe on US Hwy 285.  My daughter noticed a flashing sequential light pattern to our right in the woods.  The white lights were dancing around and when we felt like we were driving up on them they would move out of reach.  There was also a light red light that appeared to be floating around.We thought it may be someone playing with a laser light beam, but the way it swooshed past us was unexplainable.We videotaped it and kept driving trying to catch up to it and it kept dropping around in different locations.  At one point it moved to the other side of highway.((NUFORC Note:  Video indicates multiple strobing white lights, seen against a nighttime sky.  We do not know what the source of the lights might have been.  PD))",Duration:5 minutes,"Location: Roswell, NM",Occurred : 7/19/2017 23:30  (Entered as : 7/19/2017 11:30),Posted: 7/23/2017,Reported: 7/22/2017 4:32:00 PM 16:32,Shape: Unknown
651,"Spotted black hovering UFO of unusual/hard to distinguish shape near parking lot, before flying away at high speed.This sighting was very much a spontaneous encounter on my part, and ended almost as quickly as it began. I was in my car, parked outside a strip mall next to a park, with a Taekwondo studio and Scuba Diving store in front of me.  I had just dropped off a family member, and was reading a book for college while waiting in the vehicle for my family member to return in about an hour.  A friend called me on my cell phone; I became distracted from reading, and so we talked for about five minutes before the beginning of the UFO encounter.  I was casually looking outside at my surroundings without much attentiveness, when I spotted this apparent craft.  I did not actually think it was an aircraft at all, at first.  I was looking up at the dark/grayish clouds in front of me, and I glanced in the craft’s direction, thinking I had just seen a small dark break the clouds in my peripheral vision - as if I could see through to a darker cloud layer.  I was not at all alarmed, nor did I suspect it was a flying object.  I continued talking, and when I turned my attention to the area again maybe about 10 seconds later, I looked more closely, and noticed this was not a break in the clouds.  Something was definitely there, well below the cloud layer.I knew very quickly it wasn’t a bird or plane, because it was hovering completely motionless in the air.  My immediate assumption was that this was a helicopter, which is perfectly reasonable, as I see them fly by from time to time, even at this particular parking lot.  I like to check out aircraft whenever I seen them, so I asked my friend to wait a moment while I sat up closer to my dashboard to focus in on the supposed helicopter.  I saw it was smaller than a helicopter; it had no tail, no propeller blades or moving parts, and made no audible sound.  It was unusually difficult to make out its shape.  This may have been because of its size and the dark backdrop.  But I stared at it for maybe about 20 seconds as it hovered there in the sky, absolutely motionless, expecting it to move.  I was so surprised at how still it was, I even moved my head left to right, just to be sure I wasn’t somehow staring at a speck of dust on my windshield.  I am pretty sure it had corners; it was not an oval or sphere exactly, but it seemed like it was maybe rounded slightly.  I can’t say for absolute certain, like I said earlier, the shape was hard to make out - but if I had to guess, it was perhaps a cube or triangle with rounded edges.  Very dark – basically black in color, and may have had a small gray or white marking on it, but I cannot say for certain as it could have been a reflection of the sky, if it was metallic.  But from my angle at least, I would describe it as fairly dull; a matte black. In terms of size, I would say it was one to two meters across, and one-half to one meter in height.  I was still on the phone, and began describing the object to my friend, who was listening closely, and became a little concerned for me.  I did not feel threatened by it, but was very curious nonetheless.  I sometimes keep a pair of binoculars in my glove compartment, and so I began quickly rummaging through papers, napkins, and tools I keep in there, while still keeping an eye on the object, only occasionally glancing into the glove compartment fo r a second or two.  I had two plausible explanations in my mind; it was either a big balloon of some kind, or a drone, but I wanted to find out for certain.  At the exact moment I thought that, it started to move slightly to the left, and then a second later bolted off at high speed, traveling backwards, away from me. It did not tilt, turn, or otherwise look like it had control surfaces or a propulsion system. I became upset it was leaving, and I could not find my binoculars.  Still talking to my friend, I figured I took them out of the compartment a few months ago to bring on a boat trip, and forgot to return them.  The craft left the location pretty fast; in about 15 seconds, it was a tiny little dot, and disappeared somewhere behind buildings or trees.  I found it very unlikely to be a balloon because if it was, it probably would have been smaller and round, likely would have had a string or something attached to it, and would have been ascending at a constant rate, not to mention being bobbed and brushed by the wind - not sitting perfectly still in the air, before suddenly bursting off at a very high speed in basically one direction.  It is hard to guess how high and far it was from my location with only a limited number of items for a point of reference, but I would say no more than a quarter mile from where I was parked.  It was relatively low; my best guess, I would say between 6! 00 and 800 feet above the ground.  When it moved, it began gently, and increased speed very quickly.  I would approximate maybe 250 to 300 mph the last I saw it.  Also note, there was a young man, maybe about 25, sitting in his car parked next to me, but he was facing the opposite direction and was staring at his phone, so I did not bother to ask if he had also seen the craft after it had left.  As far as I could tell, we were the only two people in the parking lot capable of viewing the craft.  Once the surprise and adrenaline rush had worn down, I resumed my conversation with my friend, speculating what it could have been. I regretted not taking a picture with my phone, but on the other hand, it probably would have been too small to turn up as anything more than a few pixels on the image anyway.  I decided to take a picture at least of the sky conditions where the craft was, about five minutes after it left, to give some perspective as to how I saw it.The only plausible and conventional explanation I have was that it was a large, black, very fast moving drone, with long range wireless capabilities.  This is a suburban area, so it was hovering and passing over small buildings, houses, and some forested areas.  I have walked near the place where the craft was in the past, and I know there are some small fields and depressions in the ground, as well as a high school it most definitely would have passed over or near.  I do not know how long it was hovering there prior, but I know it sat still for at least the minute or two that I saw it from when I first glanced it in the sky.  For a craft that size and altitude, it should have had some light beacon to indicate its presence to other aircraft, and I would have expected it to be flatter with four or more distinguishable copter propellers if it was a drone.  This craft did not possess any of those features as far as I could tell, but I would be willing to accept a drone as a conventional answer.  I readily acknowledge that it is just an unidentified flying object.  I am not necessarily trying so suggest this was some event so extraordinary that it exceeds all conventional reasoning, nor that it is of extraterrestrial or otherwise supernatural origin.  It was certainly very odd though, and this is not the first instance in the time I have lived here that I have seen unusual or inexplicable aircraft.There was one other event that occurred on my thirteenth birthday when I was walking home from a store.  I was on the top of a hill nearing my neighborhood next to a forested area with only a couple sleepy houses to my right side, when I spotted a silvery metal craft, oval in shape flying over the forest, completely silent, and traveling at similar heights and speeds to this one. Unlike the case I am presenting here, I do have a picture of the actual craft itself (albeit a poor resolution one) taken from my phone, and posted on Facebook. In the original image, the craft was too small to see without zooming in, but it was nevertheless in the image.  I searched old data folders and even tried to revive the (now dead) phone I took the photo with to see if I could retrieve the original file, but unfortunately could not bring it back. In the Facebook photo of this somewhat similar craft, I enlarged the image of the craft and drew a red line indicating where it was in the image so t! hat people could view it more easily, but other than that, there was no editing or tampering concerning the image of the craft itself. Both that one and this one traveled in about the same direction, heading north-northwest. This was before drones (especially of that size) were commercially available as they are today. I have not made any case files on this previous sighting, and this is the first time I have reported a UFO, because I felt compelled enough to say this really was unusual enough to constitute a true UFO. After showing the first encounter to friends online, they did not believe me, thinking I had pocket lint on my camera, even though I assured them something was in the air. I dropped the topic, and rarely spoke of it again, but with this new sighting, it has made me think back on that experience. I am not suggesting there is any direct connection or correlation, but these events are similar in some ways, and this new encounter marks the second time I have seen! an unusual or unconventional aircraft in this area, seven yea! rs apart , in the same stretch of about 5 miles.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:1.5 minutes,"Location: Lynnwood, WA",Occurred : 7/19/2017 20:09  (Entered as : 7/19/17 20:09),Posted: 7/23/2017,Reported: 7/20/2017 3:02:01 AM 03:02,Shape: Changing
652,"it was 4 objects hovering together and forming various shapes.it was 4 objects hovering together...sometimes forming a diamond, sometimes coming close together, sometimes separating quite a bit apart...but always in the same location. Then moved slowly across the sky, stopping again and then going higher, until disappeared.",Duration:15 minutes,"Location: Fort Lauderdale, FL",Occurred : 7/19/2017 19:30  (Entered as : 19/7/2017 19:30),Posted: 7/23/2017,Reported: 7/19/2017 7:59:34 PM 19:59,Shape: Formation
653,WE sighted it from are porch about 11000 feet in the air.  It was mercury colored it moved in an arch pattern.  Me and my two son saw it my middle boy age 16 saw it first then I saw it and my little boy saw it age 11.  I it was hard to see but we all though it looked different then it just got out of range of sight.  This is the first one we have ever see I am not saying it could of been a jet but I do not know thanks.,Duration:3 minutes,"Location: Arlington, IN",Occurred : 7/19/2017 19:00  (Entered as : 07/19/17 19:00),Posted: 7/23/2017,Reported: 7/22/2017 7:18:25 AM 07:18,Shape: Oval
654,"An object with about 4000-5000 km/h speed passed by my drone in the air.  It was not a bullet - it was completely silent.https://www.youtube.com/watch?v=s5FAwbRmfVM((NUFORC Note:  Video shows a seemingly very small object approaching the drone camera, and streaking by very quickly.  Could have been a bird or insect, although its velocity tends to militate against that possibility, we believe.  It is worthwhile to look at the video.  PD))",Duration:0.43 second,"Location: Suliszów, Wietokrzyskie (Poland), ",Occurred : 7/19/2017 16:00  (Entered as : 07/19/2017 16:00),Posted: 7/23/2017,Reported: 7/20/2017 10:41:22 AM 10:41,Shape: Triangle
655,"((NUFORC Note:  Witness provides a minimum of information about the sighting.  We spoke briefly with the witness via telephone, and she precipitously broke the connection.  PD))",Duration:Swimming,"Location: Glassboro, NJ",Occurred : 7/19/2017 12:32  (Entered as : 07/19/17 12:32),Posted: 7/23/2017,Reported: 7/20/2017 9:38:17 AM 09:38,Shape: Disk
656,"Far away silver circular object observed moving across clear morning skyI was in a car driving when I observed the object.  The sky was completely clear and it was morning.  The small circular object first appeared to me as if it was a fixed object in the sky but upon further observation it was moving from right to left slowly at a far off distance.  My first impression was that it looked like a small moon--it was the same color as the moon in daylight.  But then I saw it glinted silver from the sun.  Again, it clearly pretty far away, so no other detail from the object could be seen (other than it appeared circular and was silver).  Although it was moving across the sky like a plane, it did not have a plane shape.  I obviously have seen many planes in the sky and this didn't look anything like that.  Also, there was no white trail or anything from the object to indicate it was a plane. It was bizarre.  I saw it for the entire time I was driving that direction on the road.  Once I made a turn, I couldn't look that way anymore.",Duration:Unknown,"Location: Washington, NC",Occurred : 7/19/2017 07:30  (Entered as : 07/19/17 7:30),Posted: 7/23/2017,Reported: 7/19/2017 6:34:35 PM 18:34,Shape: Circle
657,"We were driving and were stopped at a stop light.  A very obvious bright white light appeared and it wasn't high enough in the sky to be an airplane.  It looked like it almost started lowering and then it just started moving west of us.  It startled us.  Then, after that, we continue along home and were skeptical, still looking at the sky, and we see red and green lights far away obviously but going in the same direction we were and it happened AGAIN.  It was moving kinda fast and then lit up bright just like the other one.  It literally looks like a cars headlights, but only one ball of light, like an orb.  It just started moving along, not speeding but going fast.  It eventually just disappeared and didn't see it after that.  It gave us goosebumps.",Duration:20 minutes,"Location: Wesley Chapel, FL",Occurred : 7/19/2017 00:00  (Entered as : 07/19/2017 0:00),Posted: 7/23/2017,Reported: 7/18/2017 10:07:25 PM 22:07,Shape: Light
658,"Flashing red light, moving from west to east for 2 minutes.  Thought it was a plane, but too high & no white.   Vanished.  Clear sky.  Stars are out.  Plane came from the West when it vanished.",Duration:2 minutes,"Location: Sioux Falls, SD",Occurred : 7/18/2017 23:45  (Entered as : 07/18/17 23:45),Posted: 7/23/2017,Reported: 7/18/2017 10:30:23 PM 22:30,Shape: Flash
659,"I saw some small bright lights that made an elongated diamond shape and then they each blinked out one by one.On 7/18/17, I was driving on a clear night around 2230 in the rural town of Roy, WA.  I saw some small bright lights that made an elongated diamond shape and then they each blinked out, except for one, which then became brighter for a moment and seemed to expel out 3 smaller lights in an arch.   Then, they just seemed to fly around a bit at odd angles and one by one disappeared.  The last one, which had expelled the other 3 stayed for a bit longer without moving but sort of pulsing it’s light and then blinked out. Lastly, they made no sound.Description of observer:  60 y/o Female.  Registered Nurse that works in Hospice.  Happily married and loving life.  I am truthful most of the time except when I feel threatened, and always regret lying.  I don’t take drugs, and only enjoy wine occasionally.  I am physically active and don’t watch a lot of tv.  I write, read, play guitar and sing.",Duration:2 minutes,"Location: Roy, WA",Occurred : 7/18/2017 22:30  (Entered as : 07/18/17 22:30),Posted: 7/23/2017,Reported: 7/19/2017 2:14:58 PM 14:14,Shape: Light
660,"Reddish sphere in the southeastern sky, nearest to Altair, motionless, then suddenly went dark.Looked up, as spouse and I were returning to our house after a walk in the late dusk (9:40pm), to see a reddish sphere in the southeastern sky, nearest to Altair in the Summer Triangle.  It was still, not moving for a few seconds (which caught my eye, because usually planes with red lights move, and the lights flash), then it moved ever slightly, then held still for a few seconds, then went dark suddenly.We watched for several minutes and never saw it reappear.  No sounds, no other lights or movement detected.  Because it was dusk, we only saw a reddish light.  It didn't appear to our naked eye that there was more than one light.",Duration:7 seconds,"Location: Tualatin, OR",Occurred : 7/18/2017 21:40  (Entered as : 07/18/17 21:40),Posted: 7/23/2017,Reported: 7/18/2017 10:10:12 PM 22:10,Shape: Sphere
661,"To the east a star appeared in the atmosphere out of nowhere, then shot across the sky to the North, then just disappeared .July 18, 2017. 9:25 P.M.Last night after having a fun time of dinner and conversation with 2 of my friends I headed home.  It was 9:25 PM, when I slowed to make a 90 degree turn onto the road where my house is.  I happened to look up into the sky, a very clear space above the road at that point with no trees blocking the view, and there were no clouds, and as I gazed briefly, I slammed on the brakes (I was only doing about 25 mph to turn) because a star like bright light just popped into existence.  It looked like a magical appearance.All of this happened very quickly, and I thought, “Hell it’s them!” but then I thought “maybe it’s a comet, or a shooting star?  But it was sitting still, and it had no tail.  Then after about half a second it shot across the sky, and to me it looked like it moved 6 feet, which of course was much more than six feet, and then it just disappeared!  No tail, no sound, and it didn’t dip down, it moved completely in a horizontal line parallel to the earth. So in about 2 or 3 seconds, it appeared, stayed there a second, then shot across the sky and instantly vanished.  It didn’t disappear behind clouds or trees. It was in wide open sky.This morning I found no marks, punctures, or bruises, so apparently they did not visit me.",Duration:6 seconds,"Location: Nacogdoches, TX",Occurred : 7/18/2017 21:25  (Entered as : 07/18/2017 21:25),Posted: 7/23/2017,Reported: 7/19/2017 10:38:48 AM 10:38,Shape: Sphere
662,"Red light hovering in Alhambra.I was walking my dogs around 8:30pm, 7/18/17, when I noticed a reddish light move around.  I kept my eye on it, and it seemed like it was hovering.  It didn’t appear to be a helicopter or airplane. It disappeared, then came back, then was gone again.",Duration:,"Location: Alhambra, CA",Occurred : 7/18/2017 20:30  (Entered as : 07/18/17 20:30),Posted: 7/23/2017,Reported: 7/19/2017 12:22:12 AM 00:22,Shape: Circle
663,"25-30 bright white round objects to the south of us moving north  in a formationWe went to the local High School here in Grand Saline, Texas, to fly our drones,  DJI Phantom 4.  As we took off for our first flight, the both of us we saw to the south these 25-30 white dots to the south moving to the north staying in a close formation.  The other drone operator went higher to maybe 400 feet, but the objects were still way up high.  At one point I saw a jet aircraft way up crossing the path of these dots, looked like a commercial jet but was really high up going to the east.  I moved up to around 400 feet, also, and tilted the camera up, but could not tell if I was getting any video on my Samsung Note 4 small screen I had from video.  I went and got my binoculars and it looks like golf balls.  They were moving to the north so I was able to turn my drone towards them and in the video recorded 1080HD.  My SD card played back on large screen, and you can see them right in through the propellers and right before they pass over another one comes from behind and catches up into the formation.  I have no idea what they were, but was really strange.  As they passed over us, they disappeared going to the north. YouTube video link:  https://www.youtube.com/watch?v=nxetKT4TPOA",Duration:2:03,"Location: Grand Saline, TX",Occurred : 7/18/2017 18:38  (Entered as : 07/18/2017 18:38),Posted: 7/23/2017,Reported: 7/18/2017 8:27:47 PM 20:27,Shape: Oval
664,"Tuesday, July 18, 2017 – Spotted six points of light in the sky.After a short rainstorm, I was in our back yard, looking for a rainbow with my four-year old daughter.  Looking East toward the mountains, I see a spot of light hovering in the sky.  I thought it to be the landing lights an airplane at first, then noticed about five other points of light near the first.  The lights seemed to dance around each other for a time.  I watched for a short time, then each light seemed to fade into the clouds one after another.  While I watched, the lights never moved far from their locations in the sky.  There was no apparent pattern to them or anything like that.  Just apparently random points of light playing in the sky.",Duration:3-5 minutes,"Location: Saratoga Springs, UT",Occurred : 7/18/2017 18:00  (Entered as : 07/18/17 18:00),Posted: 7/23/2017,Reported: 7/20/2017 9:25:48 AM 09:25,Shape: Light
665,"Strange cigar objects above Revere BeachRevere Beach Daytime Sighting of an Unidentified Flying Object  7/18/17  On Tuesday, July 18th at 4pm, 3 adults sunning themselves on Revere Beach, MA, observed a metallic fuselage shaped (cigar) object in the sky.  It looked similar to a typical airplane at that distant, but the front 1/3 section seemed to be independent of the remaining 2/3 behind it. It was too far away to discern any sound from it.  It was too far away to discern any sound from it and the sky is always busy with airplane from nearby Logan airport.The object caught our attention due to its unusual shape and flight path.  We discussed it together while it flew above us.  Its flight pattern was toward Logan Airport, yet instead of descending toward Boston, it ascended up into the clouds above, until we could no longer view it.  The sighting lasted about 30 seconds.  Its speed was consistent to that of a normal plane but it had no wings or tail leading us to believe it was not a normal object we had ever seen.I took some photos using my iPhone 5c, which did capture the object but they are a bit fuzzy.  I will attach them with this report.",Duration:30 seconds,"Location: Revere, MA",Occurred : 7/18/2017 16:00  (Entered as : 071817 16:00),Posted: 7/27/2017,Reported: 7/24/2017 9:25:08 AM 09:25,Shape: Cigar
