,Description,Duration,Location,Occurred,Posted,Reported,Shape
423,"Cylindrical object disappeared in clear skiesI was driving on Washington Ave in Portland, ME, stopped at a stop light.  The sky was clear today and there were no clouds or trees obstructing my view.  It was a bright sunny afternoon and this happened around 3:30 PM.  I saw an object that looked like a horizontal cylinder - shades of white and gray, not shiny, no lights.  I only saw it for about one second, just long enough to see it was moving from right to left (northeast to southwest).  About a second after I started tracking the object with my eyes, it simply vanished.  While it was visible to me, it looked like how planes look sometimes when you can't see their wings so they look kind of like a UFO until they change angles so you can see the wings.  In that one instant, that's what I thought it probably was, until it disappeared.  The object was perhaps about 45-60 degrees from the plane of the horizon, and I'd guess its length was about 1/3 to 1/4 the angular diameter of the full moon.",Duration:1 second,"Location: Portland, ME",Occurred : 6/24/2016 15:30  (Entered as : 06/24/16 15:30),Posted: 7/8/2016,Reported: 6/24/2016 6:06:21 PM 18:06,Shape: Cylinder
424,"It was excatly like the craft in the Predator movie!!! >>>I am a disabled Veteran, with severe orthopedic issues.  I am often outside in the spa, at all times of day and night.  On this particular night, I was star gazing sitting in the spa, when I craft, that very similar to the type you'd see in the Predator movies, flew right over the house.  It came from the direction of Sacramento and I could see it coming from miles away.  It literally looked like the scene in Predator, every time they get ready to come down from the ship, in the movie.  As a propulsion engineer, the first thing I looked for was some kind of propulsion signature from the rear of the craft, but there was nothing and no noise!!!  No noise at all!!!",Duration:10 seconds,"Location: East Oroville, CA",Occurred : 6/24/2016 02:00  (Entered as : 6/24/2016 2:00),Posted: 12/5/2016,Reported: 11/21/2016 3:14:04 PM 15:14,Shape: Rectangle
425,"Witnessed a starlike object moving around in the  night sky in various patterns.Forgive me if this seems crazy, but I saw something in the night sky I have never seen before.  I am at work in the middle of the night and went outside to have a cup of coffee.  We are a suburban area at 400 E north avenue in Carol Stream, Illinois.I looked to the sky star gazing as it is nice out and the sky is clear.  I turned to the north and high in the sky I noticed what looked like a star, but it was moving around.  I could not see a specific shape, it looked like a star to me, but it was not stationary.  The object was moving very quickly and erratically.I looked at other stars in the area and no other star was moving and I saw some obvious planes as they had the flashing lights and moved in a constant direction.  The object I observed moved like a balloon with air escaping or a kite on a string darting across the sky.  I kept waiting for the object to move out of my vision, but it stayed in the same general area.The object moved in all directions and at times made big moves, darting to another area and at other times made smaller squiggly moves like a figure eight or a letter “S”.  I called a maintenance friend of mine to verify what I was seeing and he saw the same thing I did.  The object looked way too high in the sky to be an airplane, and did not move like an airplane.I am not sure what it was that I saw, but it was not normal.  I am 56 years old and have never seen this kind of image and I grew up in the country where the sky is nearly always clear for gazing at night.  Take it for what it is worth.  I wish I knew what it was that I just witnessed.  Thanks",Duration:15 minutes,"Location: Carol Stream, IL",Occurred : 6/24/2016 00:20  (Entered as : 6/24/16 00:20),Posted: 7/8/2016,Reported: 6/24/2016 11:06:54 PM 23:06,Shape: Sphere
426,"10-15 yellow orbs floating upward, then east to west, before they descended and disappeared.I saw 10-15 yellow orbs floating upward in the sky.  They moved east to west and began to descend on to the earth one by one.  As they descended, many of the lights went out leaving only 6 or 7 remaining lit.  Some lights came back on after having disappeared for a few seconds.  The last light to go out hovered over the earth.  I never saw it come down.",Duration:20 minutes,"Location: Kuna, ID",Occurred : 6/24/2016 00:00  (Entered as : 06/24/16 0:00),Posted: 6/24/2016,Reported: 6/23/2016 11:57:50 PM 23:57,Shape: Light
427,"Dancing Orbs and military triangular craft Near Mountain Home, IDWas just camping at Brueno Dunes State park near Mountain Home AFB.  First night, we saw stars that appeared to be zig zagging without any noise very high in sky.  Freaked my family out.  Next evening, on June 23rd, 2016, we were sitting at camp and it was about 11:00PM just before moon rise.  We heard a rumble and it got louder....next thing we knew, 2 military Osprey whizzed over our camp without any lights on.  Then those dancing stars started to dart around.  Next thing was crazy...dozens of triangular jets coming from the South (with light on until they killed the lights as they banked over the dunes).  They were coming from Nevada.  You could see the lights of them for miles.  The weirdest part of this is that they sounded like prop planes and jet planes.....literally I have never heard this from any plane.  They banked for Mountain Home AFB and must have been re-fueling because they were flying in holding patterns for at least a half hour then were taking off and heading east towards the rising moon.  This whole time, there were hovering Osprey and/or helicopters in the distance around the base.  As soon as they aircraft activity ceased, the dancing stars stopped too.  My family was freaked out.  Did we witness a maneuver with the latest technology or is our military observing these dance orbs?  I have a couple of pics of the orbs...they were hard to snap because they moved so freakin fast.  I noticed in many pics that the orbs high in the sky almost like communicated via blinking and were many times in a triangle pattern.  Let me know if you saw this please.",Duration:2 hours,"Location: Brueno, ID",Occurred : 6/23/2016 23:00  (Entered as : 06/23/2016 23:00),Posted: 7/8/2016,Reported: 6/25/2016 12:09:15 AM 00:09,Shape: Triangle
428,"2 stationary white lights in a cluster with one brighter with several smaller lights just as bright. 2 clusters, NW and Eastern sky.",Duration:All night,"Location: Oxnard, CA",Occurred : 6/23/2016 23:00  (Entered as : 06/23/16 23:00),Posted: 7/8/2016,Reported: 7/2/2016 10:02:16 AM 10:02,Shape: Sphere
429,"Yellowish/orange light observed by two people following a jet airplane.UFO REPORT:  On June 23, 2016, my buddy and I were talking outside the shop building where we work the night shift.  It was a clear night sky with stars visible everywhere.  I heard the jet engines of an airplane so I looked straight up and it was directly above me and it was being followed by a yellowish/orange light.  I said, “Holy ((deleted)), look at this!”  My buddy jumped out of the chair he was sitting in and looked up.  I said, “There’s a light following that airplane!”  He confirmed that he saw it too.I estimate the airplane was approximately at 20,000 feet.  I say this because normally when jets fly overhead at 40,000 feet by the time we hear them they are already past us and high enough up that all you can make out is the blinking lights.  This plane was low enough that I could see the outline of the plane itself, and as soon as I heard it I looked up and it was directly above us.The light was about the same size as the stars in the night sky and was following the plane at about two airplane lengths behind it, and did not appear to be attached to any other object as I could clearly see the stars without anything blocking them out in the background.  The light was not blinking and remained constant.  As we watched, the light appeared to move under and ahead of the airplane.  Then it got closer to and moved ahead of the plane, got closer to the front of the plane and moved ahead of it again several times.I looked at my fit bit and noted the time was 10:55 P.M. Mountain Standard time.  I also noted the plane and light were moving from east to west.After about 40 seconds of observing the plane and the light, my buddy noted that the airplane's navigation light began blinking.  Up until then we had not seen the lights on the plane blinking.I can’t say for certain, but I suspect the plane was a B-1 bomber flying out of Elsworth Air Force base from Rapid City.  They fly into our airport often and the roar of the engines are unmistakable.  This plane had a similar sound to the engines.After about one minute we lost sight of the plane and the light.((NUFORC Note:  We spoke at length via telephone with the witness, and he seemed to us to be quite sober-minded.  We suspect that he is an excellent witness.  He said that he would try to induce the other witness to submit a report, as well, but he was not confident that the individual would be willing to do it.  PD))",Duration:1 minute,"Location: Billings, MT",Occurred : 6/23/2016 22:55  (Entered as : 06/23/16 22:55),Posted: 6/24/2016,Reported: 6/24/2016 2:42:40 AM 02:42,Shape: Light
430,"Very bright flashes near big dipper. Like nothing ever seen by us before.UFO was seen near the big dipper.  it would flash very bright about every 15 seconds like a camera flash. It was not an Iridium flare, we see those all the time.  Because it was doing a zigzag pattern and then it went straight east. It was first seen coming from the north.",Duration:15 minutes,"Location: Dothan, AL",Occurred : 6/23/2016 22:45  (Entered as : 6/23/2016 22:45),Posted: 3/10/2017,Reported: 2/23/2017 7:27:11 PM 19:27,Shape: Circle
431,"I was on my back porch looking up at the stars around 10:20 eastern time, when I observed what looked to be a shooting star.  It moved very fast straight down toward the ground in a white ball of light.  I was on the phone with a friend and I told them what I saw.  Maybe a minute later I saw something moving at a decent speed moving towards the front of my house.  I first noticed it right above where I saw the ""shooting star"".  This object looked simular to a medium sized star.  It wasn't big and bright.  The light was solid and there was nothing blinking.  I ran to the front of my house to keep an eye.  Lost of for a few minutes and spotted it again.  It seemed to have changed directions.  It seemed to be very high in the sky.  Higher than any airplane.  Then I noticed it looked like it was going up higher. I eventually lost it.To quick some the description up, small white ball of light coasting through the sky.  Did not seem to have a direct path as would an airplane.  Traveling west and seemed to be going up after ithe reached a certain point.When I noticed it, I was on the phone with my boyfriend, and he told me to call the UFO hot line.  Can't say for sure if it was a UFO, but definitely was not an airplane.((NUFORC Note:  We spoke with the female witness, who submitted the report, and she corrected the date, which had not been indicated in the original report.  She seemed to be very polite and bright-minded, which makes us believe that the report is sincere.  PD))",Duration:15 minutes,"Location: Throop, PA",Occurred : 6/23/2016 22:25  (Entered as : 22:25),Posted: 6/24/2016,Reported: 6/23/2016 8:13:16 PM 20:13,Shape: Circle
432,"Two white circular lights (orbs) hovering near the roof top four houses away from my next-door neighbor's backyard.This photo was taken by me at 10:16 p.m., June 23, 2016, in the backyard of my next-door neighbor.  We were enjoying dinner on her patio and using a star gazing app on my phone to identify stars and planets.  Below is a description I wrote down shortly after the event to preserve the details.  The first object traveled from the southeast toward my neighbor's house, in a northwesterly direction.  The light on the right appeared first.  I noticed it because i first thought it was a star.  When it moved I thought it was a plane.  It was some distance away (mile or more, so distant it looked like a small dot).  It started coming toward us.  I looked at it a couple of times and continued to notice it coming in our direction, still thinking it was just a plane.  I looked away again, but then a few minutes later, it was close to the roof line of the house at the end of the street (four houses away) and it didn't move any closer.  It just hovered.  The light got much brighter.  My neighbor's 9-year-old grand daughter was with me and said she saw it changing colors.Then I checked my flight radar app and saw there were no planes in the area.  When I looked up again, there was a second one (one on the left) but it was much dimmer than the one on the right.  They were spaced slightly further apart but then the dimmer one approached the larger one.  I snapped this photo just as they became about the same brightness.  They continued to hover there, the one on the left occasionally going behind the roof line of the house.  Altogether it was just a few minutes.  Then I looked away to say goodbye to one of my neighbors.  I helped my other neighbor, whose house I was at, clean up our dinner plates.  We went inside her house.  I didn't say anything to her about the lights because I knew she would be frightened by them.  When I went outside again a few minutes later and looked up, they were gone.  I wish I could have continued watching, but I didn't get to see where they went or how quickly they left.Please note that I live within 30 minutes of Dallas-Fort Worth International Airport, but as stated above, my radar app showed no planes in the immediate area, and the objects were too close to the roof line to have been planes.  They also traveled too great a distance to have been recreational drones, as I believe they would not have been within eye sight of any operator.  They made no sound.  Only my neighbor's grand daughter and I saw them.",Duration:5-6 minutes,"Location: Denton, TX",Occurred : 6/23/2016 22:16  (Entered as : 06/23/16 22:16),Posted: 7/22/2016,Reported: 7/17/2016 9:19:58 PM 21:19,Shape: Circle
433,big red ring flying across the sky.  No noise.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:5 minutes,"Location: London (UK/England), ",Occurred : 6/23/2016 22:00  (Entered as : 06/23/16 22:00),Posted: 6/24/2016,Reported: 6/23/2016 2:42:12 PM 14:42,Shape: Circle
434,"They appeared to be ordinary stars in the sky.They appeared to be ordinary stars in the sky….I was sitting outside in a lawn chair at approximately 9:00 p.m. eastern time facing what I believe to be east.  I was looking at the night sky, nothing out of the ordinary from any other night at this point.While focused in one direction I noticed what appeared to be movement of two regular looking stars…..    The position from my vantage point was directly in front of me slightly to the right at about a 45 degree angle from the ground.As a point of reference I noticed a star at what I describe at top position and another star at a bottom position in a vertical orientation in reference to the ground.  The distance apart is not known but would be from about 20 degrees at the bottom to 45 degrees at the top star looking up from my chair.  On either side of an imaginary line between the top and bottom stars were two other ordinary looking stars on the left and one on the right slightly lower than horizontal.  I am unable to estimate distance but were all within my field of view.What Happened…..     The two stars on either side of the above mentioned top and bottom stars as a point of reference started to rotate as if rotating around a common axis.  They moved at the same rate of speed as each other.  The two stars both rotated simultaneously 180 degrees and changed position.  The one on the left moved to the position as the one on the right visa-versa.  When they reached the 180 degree position change they both stopped and then started moving in opposite directions from each other until out of sight.  They appeared to move off in equal but opposite angles one slightly up and the other slightly down.  The speed of this movement was not fast but steady and the entire sighting lasted about 45 seconds at best.",Duration:45-60 seconds,"Location: Cataula, GA",Occurred : 6/23/2016 21:00  (Entered as : 06/23/2016 21:00),Posted: 6/24/2016,Reported: 6/23/2016 9:58:19 PM 21:58,Shape: Light
435,"Red/Fiery object (or plane) in sky; Loud humming noise.Red/orange-plane/cigar shaped craft moving at the speed of an airplane.  Cruising high in the sky before sunset against a clear blue sky.  It was very shiny, almost like it was on fire, though its color was consistent and didn't seem to flash or go 'out of shape'.  Initially thought it was a plane, but seemed to bright and high up to be a plane.  There were no con trails trailing the plane that were visible.  Couldn't make out any specific details on the plane itself, but it was flying South to East and was visible for approximately 3 minutes.  Additionally, there was a loud humming/high pitched noise approx. 10-20 minutes after viewing the plane, which lasted about 2 minutes and seemed to come from no specific direction.  Not sure if the incidences were related, but the plane like object itself didn't seem to make any noise at the time, though it was very high up.  Just wanted to report this incase anyone else has seen this.",Duration:2 minutes,"Location: Minneapolis, MN",Occurred : 6/23/2016 20:30  (Entered as : 06/23/16 20:30),Posted: 7/8/2016,Reported: 6/27/2016 4:03:02 PM 16:03,Shape: Cigar
436,"Very shiny object in the skyOn June 23, 2016, I was driving home from work in Houston heading west toward Katy on I-10.  It was around 6:20pm, so the sun was still high in the sky.  It was sunny and partly cloudy.  A shiny object in the sky caught my eye.  I would say that it was like an oval-ish shape, I couldn't see any sharp edges but it was solid.  The reflection was bright and it made it hard to see the actual shape of the object was.  I did not see it appear, I just happened to notice it.  I was around I-10 and Dairy Ashford and it was on my right, north of I-10.  It was wasn't too high but it wasn't too low on the horizon to where the view of it could be obstructed by trees or anything.  I just stared at it.  There was some traffic so I wasn't driving too fast so I was able to see if it had a trajectory path but it did not move, it stayed at the same position.  I was trying to see if it was a plane, but the way that it shone, it could have not been because it wasn't small enough, the reflection was too bright and it would require a lot more surface area.  The shape of a small plane could of not have cast the amount to light or reflection that this object did and from that distance, it would of been too small anyway.  At first all I could notice was the bright reflective surface, but the more I looked, I could see that it was silver on the bottom part.  Again, it was hard to see the actual shape of the object, but it was solid.There is a small airport on Groschke Road that is between Barker Cypress and Hwy 6.  I occasionally see small planes take off so its not out of ordinary for me to see things in the sky,  I have even seen colorful hot air ballons come from south of I-10 in Katy,  I am not too sure where exactly they come from but it has been a while since I have seen those.  However, this object or I guess UFO was rather large but at the same time seemed far away.  If I would guess where the UFO was on top of, I would guess that it was between the Mason Rd to Fry Rd and Saums to Clay Rd area.  So as I am driving I pass under the Hwy 6 overpass and when I look at the same spot in the sky, it was gone.  I looked around to see if it moved lower or higher but it was nowhere.  The Hwy 6 overpass only obstructed my view for about 5 seconds.  The length of time that I saw this UFO was no more than 1 minute. When I first saw it I felt curious and I was thinking of all the possibilites of what this could of be! en. When I continued to see it, I felt kind of confused because I couldn't understand what the object was and when it disappeared quickly I was just shocked and I also felt upset at myself for not taking a picture of it. I am sure that it would of been visible.If somebody knows what this object was or if you saw it too, please leave a comment.  I have been trying to forget or to talk myself out of thinking that I saw a UFO.  I am not one of those kind of people that think that there are aliens out there or those that do a lot of research on conspiracy theories but I cannot explain what could that could have been but I KNOW what I saw. I can't talk myself out of this and forget it so I wanted to let others know. Sorry this is so long but I wanted to be highly descriptive!",Duration:<1 minute,"Location: Katy, TX",Occurred : 6/23/2016 18:00  (Entered as : 06/23/2016 18:00),Posted: 7/8/2016,Reported: 6/25/2016 2:42:51 PM 14:42,Shape: Oval
437,"silent vibrating disc flashes and dissappearsThursday June 23, 1;16pm – Kansas City, KS.  I was driving to a Drs apt and I was headed west on Ruby Av from 14th st. after a stop sign at 14th & Ruby.In the sky, directly west, was a shiny white disc-shaped craft floating slowly from south to north.It had no lights of any color, and it looked as though it was vibrating at times (briefly).I slowed to watch the object, and had it in my sight for about 8 to ten seconds, then I went under an overpass, and I emerged just in time to see it flash very  brightly two times and vanish.  The object made NO sound.There were several other vehicles and pedestrians in the area, even a car in about 25ft ahead of me driving with 2 passengers, but no one else seemed to be reacting as if they saw it.It wasn’t very high in the sky: lower than most planes fly.  My heart was POUNDING! – I looked for other people’s reactions, but I don’t think anyone else saw it.Great experience, though.",Duration:8-10 seconds,"Location: Kansas City, KS",Occurred : 6/23/2016 13:16  (Entered as : 06/23/16 13:16),Posted: 6/24/2016,Reported: 6/24/2016 11:00:06 AM 11:00,Shape: Disk
438,"3 objects flying in erratic motion high in sky observed from my 3rd floor east southeast window facing window.  After observing for several minutes, called a co-worker to help identify.  Neither of us can explain what we first thought were birds but erratic flight, altitude, and a reflection from sun discredited the thought.  Though many military jets frequent the sky, none would fly with such patterns so close.  After viewing for some time, the objects just disappeared into a cloudy sky.",Duration:30 minutes,"Location: Centennial, CO",Occurred : 6/23/2016 13:10  (Entered as : 06/23/16 13:10),Posted: 6/24/2016,Reported: 6/23/2016 1:04:40 PM 13:04,Shape: Unknown
439,"UFO ISS INTERNATIONAL SPACE STATIONSeen at Space at the ISS INTERNATIONAL SPACE STATION on June,23 2016 at around 01.30h until 01.45h((NUFORC Note:  Photo, apparently taken from ISS, shows a variable light.  We do not know what the object is.  PD))",Duration:15 minutes,"Location: Intl. Space Station (in orbit), ",Occurred : 6/23/2016 01:30  (Entered as : 06/23/2016 01:30),Posted: 6/24/2016,Reported: 6/23/2016 9:17:00 PM 21:17,Shape: Circle
440,"A fast-moving, pentagon-shaped object rapidly transiting across the norhtern face of the moon.Observation of a Fast Moving Lunar Transit Anomaly Jacksonville, Florida, June 23, 12:31 EDT.   At about 0:31 hours (12:31 EDT, to the nearest minute) this morning, I was observing the waning gibbous moon from our driveway with a 4.25” f/6 reflecting telescope.  At the time, I was using a magnification of about 100X with a # 21 orange filter.  Although the rising moon was still low in the SE, seeing was quite good, and there were no clouds or haze.While observing features on the lunar terminator near Mare Serenitatis, I noticed a fast moving, solid black pentagon-shaped object traversing from west to east [moving from the terminator roughly in the direction of Mare Imbrium] across the lower (mid-northern) portion of the moon.  The estimated time of passage before it swept out of the eyepiece’s field of view was – my best guess – well under five seconds.  As I was not wearing a watch, I immediately went inside and looked at a wall clock (known to be accurate within a minute or so), and recorded the time.The most unusual aspect of this observation was the shape of the object.  Because it swept across the field of view so rapidly, I am not 100% sure that I am getting this exactly right, but my recollection is that its silhouette was something between a pentagon and a five-pointed star, as shown on the accompanying drawing.  This rendering is based on a quick pencil sketch that I made within a few minutes of seeing the object.  The thing that sticks in my mind is that this object was inky black and perfectly symmetrical – with no change of shape or tumbling effect as it crossed the face of the moon.As to the object’s size, I have tried to relate it to some of the named lunar craters in this area, and – again, to the best of my ability – it seems to have had an apparent angular size midway between that of Menelaus (27 km) and Manilius (39 km), so my best guess would be an apparent size of about 30 km, as projected against the lunar disc.Based on its eastward trajectory, moving roughly in line with the ecliptic, my suspicion is that this is some kind of large, earth orbiting satellite – but what could it be?  Although I have never witnessed a lunar transit by the International Space Station, I am familiar with its appearance, both as it has been imaged in telescopes and as it has been photographed traversing the moon, but the object that I observed looked noting like this.Has anyone else seen anything like this?((NUFORC Note:  Witness provides very nice illustration of what the object looked like in the field of view of his telescope.  PD))((ADDENDUM #1 FROM WITNESS))Hello Peter --Thanks for your follow-up email on the report that I submitted this morning.  You wrote:""You do state in your report that the object appeared to be moving from west to east.  Am I correct in assuming that your statement implies west to east, as the witness faces the Moon, and not as he is looking at the (reversed) image in the telescope?  I think your drawing pretty well answers my question, but I would like to be certain on that point."" Yes, you are correct, moving from west to east across the face of the moon as shown in the diagram.  In my reflector's eyepiece view, everything is of course inverted but not mirror reversed, and I corrected for this in the drawing.  Always confusing.  One of these days, I am going to get a good penta-prism so I can get non mirror-reversed views in my refractor, lol.Of perhaps more interest, I shared my report with a friend, a retired aerospace engineer [His wife is a retired aerospace engineer, too, lol.] who was able to take the data -- with a few assumptions about a probable earth orbit height -- and perform the following simple calculations:((calculation))Hello ((witness name deleted)),You don't need trig for this one, just algebra.30km (object)/ 376364km (Earth, Moon Distance - surface to surface) = X/200 miles.  Solving for X, we get .0159 miles which at 5280 ft/mile gives a size of approximately 84 feet, about right for a large spy satellite or old booster tank.  Likely just more space junk.((name deleted))PS. You may find this site interesting. http://www.stuffin.space/ Click on an object to see what it is.Hummmm.  84 feet is not as large as I thought it might be, but it would seem to ""fit"" the data pretty well  I remain puzzled by the odd symmetrical shape, but perhaps this is the way that some satellites are constructed.  Anyway, thanks again for the follow-up on the report.  My feeling is that we have now, most likely, gone from a ""UFO"" to an earth satellite, albeit of unknown origin, lol.  PS--Yes, you have my permission to post the drawing, and -- if possible -- it might be interesting to post Richard's back of the envelope calculations as well as a postscript, so long as there is no need to specifically identify him.PPS--I always enjoy hearing your segment on Coast to Coast, and hearing about what other people are seeing in the sky these days.  As I have mentioned to you, my only ""real"" UFO observation was made back when I was a kid -- almost sixty years ago, now.  The truly amazing thing is how much data has been gathered about this phenomenon over all of the intervening years, but how little we still seem to know about what it all really ""means.""  Clear Skies --((name deleted))((END ADDENDUM #1))((BEGIN ADDENDUM #2))Hello Peter --       As for my friend's calculations, you are correct, there was indeed some bootstrapping involved, lol.  At my suggestion, he made the assumption, as a starting point, that the object was in low earth orbit at an arbitrarily chosen altitude.  Then, he applied the simple geometric calculations that you see to get its approximate size.          Obviously, if the object was not in this type of orbit -- in a higher orbit, or much closer to the lunar surface -- then it becomes much larger, and far more problematic in terms of an explanation.  The limiting case would be a huge object -- on par with the diameter of a moderate sized lunar crater -- flying at incredible velocity over the face of the moon.  Think Independence Day II, lol.       On the other hand, its [unhappily, not very well] observed transit time can also serve as a geometric limiting factor.  That is, if something is seen to cross the entire face of the moon in, say, five seconds, then this (from the application of simple geometry) gives us a strong indication about where -- and how fast -- it must be moving relative to the earth and the moon.  In this case, all of the parameters, working backward, seem to ""fit"" the more mundane explanation that this is some kind of earth satellite, but it still might not be...Going Down the Rabbit Hole       As I mentioned in my last email, the most interesting / deeply troubling aspect of all of this is that most of us -- you, me, and the Coast listenership -- seem to be struggling to come up with some kind of logical, rational, and more or less coherent and comprehensible ""model"" of what the UFO phenomenon is all about and what it might actually ""mean"" in practice.  Sadly, this is not the model that ""our"" government seems to be pursuing -- cf, the contributions of everyone from Richard Dolan to Dr. Steven Greer -- and we never seem to get much closer to a real understanding of what is happening.       As I remember you observing many years ago, such a deliberately orchestrated denial / obfuscation of reality is absolutely toxic to our form of representative government, and this would help to explain everything from the pent-up anger of the public [The Brits seem to have voted to leave the EU yesterday.] to the near total dysfunction of Official Washington.  We are, at best, living in a carefully manufactured official reality where very little is what it appears to be, including the sundry aerial phenomena that you record every day, and yet nothing much is ""done"" about it.       Unlike the more optimistic assessment of Dr. Greer and others, my fear is that we live in a world in which anything like official disclosure (or even a simple confession of ignorance as to the exact nature and purposes of the phenomenon) may never occur, and The Powers That Be will simply do whatever is necessary to make sure that their version of reality ""sticks,"" even though an increasing majority of citizens know better.  How our present system of government can survive such a dual reality in which everyone knows that its public officials are lying in their teeth about important things is open to question*, but it took quite a while for the Soviet system to implode, and TPTB now have much better ""tools"" with which to mold / coerce society**.*As seems to be taking place in the election of 2016, lol.** See, for example, Jane Mayer's recent book, Dark Money.As a number of people in the field of ufology seem to be calling for at this point [Many of these people have appeared on Coast and in other venues.], perhaps the best that we can do is to continue creating a citizen-sourced, distributed network model type of investigation that simply gives up on the idea the gov'mint will ever come clean with the public in this area.  Instead, we will, I hope, end up with something like a Wikipedia of UFO-related material that will constitute (for most people, probably) a viable alternative to the manufactured ""reality"" that the government and / or TPTB continue to shovel in our direction.  Then, based on this open, public consensus version of reality, perhaps we can begin to ""do"" something--whatever this might turn out to be--about our objective situation vis a vis the things that everybody keeps seeing in the sky.Thanks, as always, for your help with this --((witness name deleted))((END ADDENDUM #2))",Duration:5 seconds,"Location: Jacksonville, FL",Occurred : 6/23/2016 00:31  (Entered as : 06/23/16 00:31),Posted: 6/24/2016,Reported: 6/23/2016 9:44:25 AM 09:44,Shape: Other
441,"Two objects ones flying at a super rate and disappeared the other hovering then disappearedI and my husband saw what we first thought was an airplane flying high in the sky, but moving at a very fast rate across the sky south to north and the just disappear a moment later we noticed a bright star that just blinked out like turning off a light it was very unusual since it's a clear night and u can see stars far to the south and north the a few minutes later we could see three plane in the sky with flashing light approximately the same height as the object we thought was a plane but the planes took about four minutes to cross the sky and the other object took less than a minute I'm not sure what we say but I'm positive it was not a plane nor a helicopter since the helicopter around here tend to head east toward the hospital and not as fast as this thing we saw as for the other object we waited for 15 minutes for it to show back up as if it might had been some cloud cover but as I said before we could see all star around it and north of it perfectly a! nd it never rd showed back up nor did any of the other stars disappear I was unusually enough I felt compelled to repot the sighting",Duration:1 minute,"Location: Brookline station, MO",Occurred : 6/22/2016 22:00  (Entered as : 062216 22:00),Posted: 6/24/2016,Reported: 6/22/2016 9:02:09 PM 21:02,Shape: Circle
442,"I looked out of my window facing due south.  I saw a stationary object in the night sky.  It was 2 orange globes; one on top of the other with a white light shining down from the top of the globe.  The orange gobes flickered a little.  It sat stationary for 2 minutes while I was watching it.  Stepped away momentarily, when I looked out again it was gone.  I looked around to see if it had moved to another area & couldn't fnd it.  It was a clear night.",Duration:2 minutes,"Location: St. Johns, ",Occurred : 6/22/2016 22:00  (Entered as : 06/22/2016 22:00),Posted: 6/24/2016,Reported: 6/23/2016 5:09:12 PM 17:09,Shape: 
443,"I saw a small red lighted ball in the clear night sky for approximately 3 minutes.  I was able to take 3 photos of it. No sound.While going outside to the backyard at 10pm., to close the pool gate, I looked up as usual to see stars on a clear night's sky.  Directly above, was one round red glowing ball, just below the cloud range, easily seen. It moved closer, and I went back in a few steps to get my Nikon camera by the door.  I then went outside again quickly, and was able to get 3 photos of it still there.  The 1st 2 photos were about the same; but the third photo taken as it QUICKLY went deeper into the night sky.  Only in the third photo, did I see any change in shape, from a circle.  Third photo, it was a small triangle with an ""arm"" light streak.  There were no other air crafts in the sky.  There was no sound to the object, and it is very quiet in this area.",Duration:3 minutes,"Location: Riverside, RI",Occurred : 6/22/2016 22:00  (Entered as : 06/22/16 22:00),Posted: 1/6/2017,Reported: 12/30/2016 9:27:24 PM 21:27,Shape: Circle
444,It rose up into the sky and to the blind eye it was just a bright light but in my camera it changed colors.  It moved up and down and back and forth over the area even flashed a bit before it disappeared about thirty minutes later.,Duration:30 minutes,"Location: Fayetteville, NC",Occurred : 6/22/2016 21:56  (Entered as : 06/22/16 21:56),Posted: 6/24/2016,Reported: 6/24/2016 9:09:56 AM 09:09,Shape: Light
445,A formation of approx. 9 orange lights flew in formation over Watertown.  Appeared to hover then moved on.  One larger light followed in the back of the formation.There was no sound.  They flew vertically across the sky after hovering for what seemed like a few seconds.I am not sure if this has any relation but a few hours earlier I was in the same location and saw two seperate birds acting very erratic.  One was trying to fly through a car window repeatedly and the other was trying to fly through a window on the building.  Very strange.  I has forgotten about it until now.  Again..exact same location just a few hours later.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:2 minutes,"Location: Watertown, CT",Occurred : 6/22/2016 21:50  (Entered as : 06/22/16 21:50),Posted: 6/24/2016,Reported: 6/22/2016 7:46:56 PM 19:46,Shape: Light
446,"My wife and kids went into a 7-Eleven, I was parked outside and the sun roof of my car was open and I happen to look up and there was cigar-shape almost looked like two train cars together and we came out of one cloud and went into another cloud so smoothly and so slow it could have been their conventional aircraft.  There was some brain it look like if the Sun was shining off of them or break them where and it was like a really white and then the sky was a really nice blue the clouds restaurant near me brilliant around this thing as well size of these objects was what really confuse me because I don't know how something that big who Coast through the sky so smoothly I just I was going to fall I would like to remain anonymous I don't want anyone to contact me unless it's serious and I don't want my name or anything or my identity to be public",Duration:Seconds,"Location: Webster, MA",Occurred : 6/22/2016 14:30  (Entered as : 6/22/2016 14:30),Posted: 6/24/2016,Reported: 6/23/2016 3:18:14 PM 15:18,Shape: Cylinder
447,"Super bright light, circular, reflective, faded out and/or moved away at very high speed.((NUFORC Note:  We suspect a hoax.  Time may be wrong.  Witness elects to remain totally anonmyous.  PD))",Duration:1-2 minutes,"Location: Amsterdam, NY",Occurred : 6/22/2016 08:25  (Entered as : 6/22/2016 08:25),Posted: 7/8/2016,Reported: 6/24/2016 1:32:46 PM 13:32,Shape: Light
