,Description,Duration,Location,Occurred,Posted,Reported,Shape
581,"Bright white circle, high speed travel and large rapid U-turns.On front porch having my coffee and a smoke, my son came out to leave for work.  I looked up and saw a bright white light.  Thought it was a star or a planet.  Then it started moving.  When it made a large and very rapid U-turn, I knew it was not a plane.  I was saying oh my goodness - repeatedly.  My son came to me and he saw the object traveling at high speed and making additional large rapid U-turns.I ran inside to get my camera.  When I returned, he said it turned from a bright white to red and then disappeared.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:30 seconds,"Location: Hollywood, FL",Occurred : 9/26/2016 07:30  (Entered as : 09/26/2016 07:30 AM),Posted: 9/30/2016,Reported: 9/26/2016 5:19:56 AM 05:19,Shape: Circle
582,I'm a security guard for a Country Club and I was standing in a maintenance yard using nvg goggles looking up to the sky noticed 8 objects flying over me.  The objects look as bright as a star.  I was trying to keep track on them with the nvg goggles heading  east to west  within one minute.  The flying objects were side-by-side to each other doing different types of formations.  At one point I noticed that the flying objects were in a square form shape and breaking up from each other and going back to each other very fast.  I tried to see them without the nvg goggles and I was unable to locate them with my eyes.  I use the nvg goggles again and saw them again disappear further and further away from me heading west.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:~1 minute,"Location: Coachella, CA",Occurred : 9/26/2016 05:20  (Entered as : 09/26/2016 05:20),Posted: 9/30/2016,Reported: 9/26/2016 12:28:36 PM 12:28,Shape: Circle
583,"Impossably fast moving light following plane and evading persuit.at approximately 5:00 am 5:10 am PDT I observed a bright white light over head at about 70 degrees south, south west moving erratically and periodically flashing on and off light. the object appeared to be right at or just above the atmosphere.  In the span of about 6in in my field of vision the object at extreme rate of speed traveled that distance and immediately stopped with out any distance to decelerate.  It did the several times over the course of the sighting. it moved in straight lines and in a tight circular motion and it appeared to hop like in motion quickly accelerating and stopping moving in a circular motion as well as quick straight lines.  At approximately 5:30 - 5:45 a high altitude aircraft traveling east passed by the object that was frozen in motion, after aircraft passed by the object it followed behind at about a half inch distance for 6-7in until the object broke away and traveled back to its original position.  Continued to move erratical! ly until 6:10 - 6:11 am it abruptly stopped and froze in place, when a second dimly lit smaller light quickly moved from the north to the south and met the first light and stopped at about 9 in away and moved from left to right maintaining the same distance away.  About 20 min later the second approaching object moved closer to the first. the first object quickly accelerated away and put about 12in of distance between them in an instant and then flashed out lights. they continued this same patter until I lost sight of both objects with the rising sun.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:~1.5 hours,"Location: Long Beach, CA",Occurred : 9/26/2016 05:00  (Entered as : 09/26/2016 5:00),Posted: 9/30/2016,Reported: 9/26/2016 7:29:21 AM 07:29,Shape: Light
584,"Similar to shooting star, bright green and left trails like smoke clouds.  No noise cloud level so kinda close.",Duration:10 seconds,"Location: Aurora, CO",Occurred : 9/26/2016 04:08  (Entered as : 09/26/2016 04:08),Posted: 9/30/2016,Reported: 9/26/2016 3:19:11 AM 03:19,Shape: Cigar
585,Just arrived for a delivery to a store and waiting for the door to open looking up and saw a triangle shape with 3 red lights then about 2 seconds later another craft with no lights passed by faster then any thing I have ever seen with no sound at all.,Duration:6 seconds,"Location: Port Orchard, WA",Occurred : 9/26/2016 03:00  (Entered as : 09262016 3:00),Posted: 9/30/2016,Reported: 9/27/2016 5:01:44 PM 17:01,Shape: Triangle
586,"Bright silent orb movng a extreme speed over Bellingham.I was outside looking at the stars when I saw an extremely bright (like LED light bright) white orb fly across the sky a few hundred feet up with a eastward and downward trajectory.  It was completely silent and it was extremely fast.  Much faster then an airplane or satellite.  I actually braced myself for an impact, which never came.  Did anyone else see this!",Duration:1 second,"Location: Bellingham, WA",Occurred : 9/25/2016 00:00  (Entered as : 9/25/2016 23),Posted: 9/30/2016,Reported: 9/26/2016 8:00:40 AM 08:00,Shape: Circle
587,"I was iat the Walmart parking lot on Dysarthria and El Mirage  around 11:46 PM when I was staring up in the sky and noticed 2 circle lights with an even amour of space between it.  The lights lasted for about a minute before disappearing.  It wasn't moving, the color of the lights was light a really dark yellow if not orange shade.  I sat there for about 10 minutes in my car and still no sight of what it was appeared back in the dark skies.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:10 minutes,"Location: El Mirage, AZ",Occurred : 9/25/2016 23:46  (Entered as : 09/25/16),Posted: 9/30/2016,Reported: 9/26/2016 4:23:13 PM 16:23,Shape: Circle
588,"I was sitting on the deck with family and  unidentified avian crafts became visible.  Hovering over cities.  Some were so far away they looked like stars, but we had watched them come up from the southwest and fly east and slightly north.  They  could have been surveillance drones, but wow... that's all I can say((NUFORC Note:  Witness elects to remain semi-anonymous; provides little contact information.  PD))",Duration:2:00,"Location: Naugatuck, CT",Occurred : 9/25/2016 23:00  (Entered as : 9/25/16 23:00),Posted: 9/30/2016,Reported: 9/26/2016 2:23:29 AM 02:23,Shape: Light
589,I was on my balcony around 22:15 this evening when looked up at the sky and saw this rectangular shaped object with bright red lights and flashing green lights.  It did not look like an aeroplane or a helicopter.  It stood still in the sky for about less than a minute.  It was amazing because it moved so swiftly for something so big (even from such great distance I could see it was big).  And it rotated around for a bit and seemed to glide effortlessly with only the red lights still shining brightly.,Duration:3 minutes,"Location: San Jose, CA",Occurred : 9/25/2016 22:15  (Entered as : 09/25/16 22:15),Posted: 9/30/2016,Reported: 9/25/2016 10:35:18 PM 22:35,Shape: Rectangle
590,"Reston, VA, at ~21:30z:  Extremely fast multi-colored object moving at the trajectory of a passenger plane for 2 sec and disappering, i.e. dissolving entirely and instantly...its speed was roughly 4x speed of an airplane that flew a few minutes later.",Duration:2 seconds,"Location: Reston, VA",Occurred : 9/25/2016 21:30  (Entered as : 9/25/2016 21:30),Posted: 9/30/2016,Reported: 9/25/2016 6:56:40 PM 18:56,Shape: Circle
591,"I was sitting out side and looked to the west and saw a massive light in the sky it was red, blue, and white it stayed in one place for 2 mins and dropped to the left and down just above the horizon and then lifted up again and stayed there for almost ten mins the went out of view((ADDENDUM FROM SOURCE OF REPORT))hello mr Davenportit was tonight.at 9:30 pm...sorry I was a bit shaken we I first saw it...thank you again ((END ADDENDUM))((NUFORC Note:  We have corrected the time indicated above.  PD))",Duration:10 minutes,"Location: Sacramento, CA",Occurred : 9/25/2016 21:30  (Entered as : 9/25/16 9:30),Posted: 9/30/2016,Reported: 9/25/2016 9:58:10 PM 21:58,Shape: Light
592,"Flickering light high in the sky with smooth drone-like movements.At 8:30, I looked out my window and saw a flickering light.  It looked like a star that flickers (switching from a green to blue to red color very rapidly).  It looked strange, and we thought that it might be a plane, but it wasn't flashing like a plane.  Then my wife realized that it was moving to the left.  I looked and saw that it was moving slightly.  It went to the left then up and down in smooth motions like a drone.  We then thought it might be a drone.  This other white light, out of nowehre to the left of the object lights up in the sky. These two objects are the same size, but this new object is just a steady white light - not flickering.  It is going toward the flickering light quite fast compared to the speed of the other visible planes in the sky.  It then fades to black.  We decide to get in our cars to drive closer to the flickering light to see if it's just a drone.  We drive for 30 minutes toward this thing, and we never got closer.  It was way up in th! e sky.  There was no way this thing was a drone considering the amount of time we spent driving toward it and yet we were still that far away.  We gave up around 10:00 and went home.  By this time we could not see it anymore, it was gone.  I'm not a UFO guy.  I just saw something weird, and I have no clue what it was.",Duration:1.5 hours,"Location: Wetumpka, AL",Occurred : 9/25/2016 20:30  (Entered as : 09/25/16 20:30),Posted: 9/30/2016,Reported: 9/26/2016 11:10:36 AM 11:10,Shape: Light
593,"Triangle shaped object with white lights on the three tips seen moving south to northWe saw an equilateral triangular shaped object move across the sky in a basically south to north trajectory.  We were basically facing due west and it moved from our left to right almost as if it were following I-25.  The trajectory did not change.There was no sound but given the height that was expected as commercial jets fly overhead all the time and can be heard, this was much lower.There were white lights on all of the tips of the triangle.  I saw the tips having three smaller lights equidistant from each other on each tip but my wife did not see this detail.  There were no green or red lights and the lights were not blinking.  The lights were rather dim as well having shown up basically overhead when first noticed which was 1/2 way across the night sky then after the 7-8 seconds they dimmed away before reaching the horizon.If the object had passed a full moon the tips would almost touch the edges.  It was more than twice the size of the commercial jets which leave Denver Int'l airport.",Duration:7-8 seconds,"Location: Northglenn, CO",Occurred : 9/25/2016 20:19  (Entered as : 09/25/16 20:19),Posted: 9/30/2016,Reported: 9/25/2016 8:43:43 PM 20:43,Shape: Triangle
594,"Saw triangle shaped craft with some kind of cloaking.I am a veteran of the military and an amateur astronomer so I am pretty good at aircraft identifications and where lights should be in the sky.  Last night, 09/25/2016, at approximately 20:15 I saw what looked to be a triangle shaped craft over the city of Eugene, Oregon.I had just stepped out on my balcony for a smoke and sat down in my chair facing East overlooking most of NE Eugene and N Springfield.  Looking in the sky above and well beyond the neighbor's house at the sight line of the power lines I saw 3 orange lights equidistant apart and in a triangle.  It occurred to me that there shouldn't be bright stars in the sky in that area that time of night and time of year so I  looked closer.As I  looked closer, I saw the bottom most of the lights moving and then I thought to myself:  that makes sense it is commercial aviation.  So I looked back at the other 2 lights and saw they were moving together too and that it was one triangle shaped craft rotating on its center axis.  All the while I noticed the bright orange lights were shining through what looked like heat shimmer coming off the desert floor.Very much like a scene from the movie, ""Predator,"" the ""cloaking"" around it wavered for just a brief second and when it did I saw a large triangle shaped craft with smooth sides and a smooth metallic bottom with a smaller circular abutment in the center with a light bluish glow.  The craft stopped rotating and it looked like a harrier jet pulling up its nose on a vertical takeoff and then it disappeared.  It did leave but as it was leaving the ""cloaking"" kicked back in and it disappeared from sight.Like something out of the X files 2 helicopters showed up within 30 seconds of the object disappearing.  Eugene is a small city and helicopters are fairly rare here with just a couple of overflights a day but these stayed on station for the better part of an hour circling over the Eugene/Springfield area.",Duration:~15 seconds,"Location: Eugene, OR",Occurred : 9/25/2016 20:15  (Entered as : 09/25/2016 20:15),Posted: 9/30/2016,Reported: 9/26/2016 9:26:47 AM 09:26,Shape: Triangle
595,"I saw another post for this same event - I too, saw a bright white flash like a ball come down from the sky.  It looked as if it went into Lake Whatcom.  Not sure of exact time, but it was in the evening, perhaps 8-10pm or so.",Duration:brief,"Location: Bellingham, WA",Occurred : 9/25/2016 20:00  (Entered as : 09/25/2016 20:00),Posted: 10/11/2016,Reported: 10/1/2016 2:35:29 PM 14:35,Shape: Circle
596,It seemed to be at least 50 objects that were vertical and then the went horizontal with one object brighter than all the others.((NUFORC Note:  Witness elects to remain semi-anonymous; provides little contact information.  PD)),Duration:30 minutes,"Location: Roseville, CA",Occurred : 9/25/2016 19:47  (Entered as : 09/25/16 19:47),Posted: 9/30/2016,Reported: 9/25/2016 9:13:37 PM 21:13,Shape: Formation
597,"Large formation of lights in the sky at night at a pretty high altitude without any noise.I went outside to put out the garbage Sunday night, it was dark, but a large formation of lights appeared to be traveling slowly in the sky.  It didnt count how many lights there were, but over 50.  They really stood out.  I yelled to my wife to come outside, she did, and she tried to take pictures, but they didnt come out.  Some of the lights were brighter than others.  They were traveling from the east to the west.  As they passed over the house, they began to turn in a southerly direction, but instead of staying in a formation, the turned and went single file.  Then they really accelerated and disappeared pretty quickly.  They were pretty high in the sky, and I never heard a sound.  When the sighting was over, my wife and I were talking about what we saw, and the next door neighbor walked up to us and said ""did you see that, and pointed to the sky"".  So he saw it too!",Duration:30 minutes,"Location: Rocklin, CA",Occurred : 9/25/2016 19:45  (Entered as : 09/25/2016 19:45),Posted: 10/11/2016,Reported: 10/7/2016 11:09:05 AM 11:09,Shape: Unknown
598,"Strange lights formation in a streak in the sky above Rocklin Ca. To many to be drones.I was headed towards sunset on whitney at about 730 and noticed a man standing outside his truck at quick stop and taking a picture of something across the street towards the US Bank.  When I looked over as I made a right turn I noticed above the bank was about 50 lights or so in a streak formation.  Too many to be drones  I think, but looked like stars.  I kept going and then when I was coming home 45 minutes later it was gone.",Duration:,"Location: Rocklin, CA",Occurred : 9/25/2016 19:30  (Entered as : 9/25/16 7:30),Posted: 9/30/2016,Reported: 9/25/2016 11:12:28 PM 23:12,Shape: 
599,Orange orb with white satellites appear and disappear in a clear daytime sky.An orange sphere much too high to be a blimp or helicopter was seen in a cloudless sky. At first it did not seem to be moving.  4 tiny white spheres appeared to be orbiting it and one by one they drifted away from it and disappeared except for the last one which drifted away and then back again before disappearing.  Eventually the orange orb moved away and out of sight.  It was either aliens or maybe a giant party balloon with small white party balloon friends.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:15 minutes,"Location: Cranford, NJ",Occurred : 9/25/2016 17:15  (Entered as : 09/25/16 17:15),Posted: 9/30/2016,Reported: 9/25/2016 4:43:49 PM 16:43,Shape: Sphere
600,"Four objects noticed way up in the sky.Today, I noticed four objects moving to south west direction.  Three in the front, and one in back. It doesn't looked like birds, because it's way up int he sky and looked in silver color. It doesn't looked like weather balloon, cause all moving in same direction at same speed.  And doesn't looked like fighter planes, caused it stopped for a while and stayed in one place. It was so tiny, looked like a stars moving.  And sure it's not drone cause it was flying way up in the sky and could see some flights flying way down compared to the objects.  I tried to record it from my iphone, nothing was visible through the phone as the objects were so tiny.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:30,"Location: Wilmington, DE",Occurred : 9/25/2016 15:49  (Entered as : 09/25/2016 15:49),Posted: 9/30/2016,Reported: 9/25/2016 5:36:13 PM 17:36,Shape: Circle
601,"Shiny Oval Shape UFO sighting in East Brunswick, NJ, on Sept 25, 2016.I was driving East bound of Cranbury Road East Brunswick on Sunday of Sept. 25, 2016.I have noticed that shiny oval shape object was flying toward left.  At the same time there were commercial planes in the sky and I definitely can tell the difference between UFO from the planes.After about 10 seconds it disappeared...just like that.I was projecting the path and try to follow thinking it went behind the cloud but...It just disappeared... no cloud either.",Duration:10 seconds,"Location: East Brunswick, NJ",Occurred : 9/25/2016 14:00  (Entered as : 09/25/2016 14:00),Posted: 9/30/2016,Reported: 9/29/2016 9:49:41 AM 09:49,Shape: Oval
602,"saw a triangle/chevron shape black and red craft flying over the clouds at a high rate of speed to the southI was outside in my backyard feeding my infant i was facing south looking up at the clouds and also looking at a jet aircraft and all the sudden above the clouds which were at 25,000 feet after calling the pittsburgh weather service came from over head a triangle/chevron shape craft that was black and also had a red coloring on it flying what looked to be way faster than the jet craft just not stop in a straight line heading south. it was moving to fast for me to get my phone out i also had a child in my arms. the craft looked to be very large at the time i ran to the side of the yard and it was gone because of how fast it was traveling at the time.",Duration:30 seconds,"Location: Pittsburgh, PA",Occurred : 9/25/2016 12:30  (Entered as : 9/25/2016 12:30),Posted: 9/30/2016,Reported: 9/25/2016 10:29:19 AM 10:29,Shape: Chevron
603,"Strange rotating debris and triangular vessell above BrandywineSaw what appeared to be a piece of paper or plastic very high in the sky.  The object was in a state of constant rotation, and appeared unaffected by any wind turbulence.  It was heading due south along MD Route 301.  At the same height , but spaced approx. 100 feet away was a dark metallic triangular shaped craft with dark red lights at each tip.  Both objects were moving at the same clip, both due south.  I was able to pull my truck over and make these observations with a pair of binoculars.  My wife and son were with me and it was actually my wife that noticed the objects and pointed them out to me.  I could only track them for a few minutes because the sun was very bright making it hard to keep a visual.",Duration:10 minutes,"Location: Brandywine, MD",Occurred : 9/25/2016 12:00  (Entered as : 09/25/16 12:00),Posted: 9/30/2016,Reported: 9/26/2016 4:28:41 PM 16:28,Shape: Triangle
604,"Strange sounds were heard from outside.  A sound ringing pitch, and a crunching aluminum sound.  Then a humming rang inside my head and I put my ear against the back for and could hear something outside.  My dog cowered inside her kennel (pitt bull so she's not scared of anything)  I  opened the door and all the car lights were on even though the keys were inside!  Next thing I know I shut the door and it's 2 hrs later.  Today I have a very weird bad headache.  I've experienced missing time before but I had a dream about seeing a ufo that night.  I don't remember having a dream this time.",Duration:2 hours,"Location: Kansas City, MO",Occurred : 9/25/2016 01:00  (Entered as : 09252016 01:00),Posted: 9/30/2016,Reported: 9/25/2016 2:38:52 PM 14:38,Shape: Unknown
605,Was outside sitting in a beach chair star gazing and huge boomerang style craft flew over.   It was greyish and had a very smooth shape to it.  The wing span was huge and flying at under 500ft.  Had no lights on it.  I've seen this thing twice the last month.  Didn't make a sound.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:4 seconds,"Location: Dayton, TX",Occurred : 9/25/2016 00:09  (Entered as : 9/25/16 0:09),Posted: 9/30/2016,Reported: 9/28/2016 11:12:29 AM 11:12,Shape: Triangle
606,"Bright, white, even flash illuminated entire night sky for an instant.Single, bright flash evenly illuminated the whole night sky with no point of origin.  Similar to when you take a screen shot on an iPhone.  My friend and I both saw it and described the same thing to each other.  Felt like the night sky ""reset""((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:Brief,"Location: Montville, OH",Occurred : 9/24/2016 23:50  (Entered as : 09/24/16 23:50),Posted: 9/30/2016,Reported: 9/25/2016 12:14:37 PM 12:14,Shape: Flash
607,"Tight knit formation of 5 yellow lights that disappeared.We were having a bonfire in the city of Sterling Heights. I happened to look up.  I saw 5 yellow lights flying in perfect formation.  Sort of a half diamond.  It flew straight and true, made no noise at all, then disappeared instantly.",Duration:20 seconds,"Location: Stering Heights, MI",Occurred : 9/24/2016 23:30  (Entered as : 09/24/16 23:30),Posted: 9/30/2016,Reported: 9/25/2016 9:30:53 AM 09:30,Shape: Formation
608,As i was driving I saw two circular orange flying lights.  They were side by side with a distance between them.  I didn't hear any sound.  I saw them as I got out of my car then they were gone.,Duration:3 minutes,"Location: White Plains, NY",Occurred : 9/24/2016 23:20  (Entered as : 09/24/16 23:20),Posted: 9/30/2016,Reported: 9/24/2016 8:59:09 PM 20:59,Shape: Circle
609,Two triangle shapes making no sound flew overhead with just the light from the moon reflecting off them.  They traveled at a rate of speed that took only 5 or 6 seconds to go from horizon to horizon.  They were following each other closely.  My background I'm just a normal guy who likes to watch the night sky.  I have seen the space station with the shuttle in the sky before but this was something very different.,Duration:5 seconds,"Location: Fenton, MI",Occurred : 9/24/2016 23:00  (Entered as : 09/24/16 23:00),Posted: 9/30/2016,Reported: 9/28/2016 5:34:54 PM 17:34,Shape: Triangle
610,I witnessed a small orange light coming towards my location at the UDF on River Road and Anderson Ferry.  It was coming north from Kentucky near the CVG airport.  It was bright orange and circular in shape.  It came to a stop and appeared to get larger before it slowly closed down and disappeared.  It did not fly away just just got dimmer until it was gone. Not a plane and not a helicopter.  First UFO I have ever seen in person.,Duration:5 minutes,"Location: Cincinnati, OH",Occurred : 9/24/2016 22:45  (Entered as : 9/24/2016 22:45),Posted: 9/30/2016,Reported: 9/24/2016 6:38:53 PM 18:38,Shape: Oval
611,"Three very bright lights in triangle formation moving slowly across sky, slightly rotating in formationI was driving over what is known as Signal Hill, within the city limits of Long Beach, CA. I noticed a strange object with multiple lights blinking in sequence flying past about a quarter mile away.  As i proceeded over the top of the hill and began to drive down the other side I saw that it was suddenly at least 2-3 miles away but still shone very very bright.  About two blocks further down the hill i looked south and saw three VERY bright lights in an isoceles triangle formation.  I made a sudden Uturn to head back to higher ground and pulled over to take some pictures.  As minutes passed the lights moved across the horizon but stayed in the formation.  I then noticed as i scanned the skyline, of which i had about 180 degree field of vision i took notice of an inordinate amount of other aircraft and helicopters flying around rapidly.  From where i stood i could see clear for at least 20 miles. When i would unfocus my eyes on a darker area of the sky, other faint! lights throughout the sky became visible, some moving slowly, others staying in place.  After a few minutes i got back in the car to head home.  On the 10 minute drive from the hill to my house I saw four helicopters and what i belive to be a military jet, all moving quickly and at varying altitudes. I captured some very clear shots of what i saw and upon returning home pulled them up on my laptop to adjust contrast and other photo settings.  This revealed many more lights than i was aware of as well as showed that the three main lights I was trying to photograph were all in the shape of a triangle/delta.",Duration:,"Location: Long Beach, CA",Occurred : 9/24/2016 22:15  (Entered as : 09/24/16 22:15),Posted: 9/30/2016,Reported: 9/25/2016 2:30:09 AM 02:30,Shape: Formation
612,4 yellow lights in the sky.  Perfectly spaced apart flying horizontal.  No sound.  Then 2 more followed but one at a time.,Duration:1 minute,"Location: Rutland, MA",Occurred : 9/24/2016 22:00  (Entered as : 09/24/2016 22:00),Posted: 9/30/2016,Reported: 9/24/2016 7:49:17 PM 19:49,Shape: Circle
613,I saw 4 amber glowing disk shaped objects very low to the ground over Merriman Valley.  I was driving so it was difficult to watch.   Very odd. Not planes for sure.,Duration:5 minutes,"Location: Akron, OH",Occurred : 9/24/2016 22:00  (Entered as : 09/24/2016 22:00),Posted: 9/30/2016,Reported: 9/24/2016 7:26:07 PM 19:26,Shape: Formation
614,"Green light followed by what appeared to be hovering object with blinking lights above Power Authority in Niagara Falls, NYGreen light/smoke flashed across the sky followed by whirring noise and lights blinking as the craft came to a stand still.  Very dark so hard to see but there appeared to be 2 crafts with two sets of blinking lights hovering in the night sky above the power authority in Niagara Falls, NY.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:1 minute,"Location: Niagara Falls, NY",Occurred : 9/24/2016 21:30  (Entered as : 09/24/16 21:30),Posted: 9/30/2016,Reported: 9/24/2016 9:01:19 PM 21:01,Shape: Fireball
615,"Three bright red lights in SE 9.24.2016.Took my dog out and noticed 2 extremely bright red lights in the SE about 20 degrees up from horizon.  They looked to be moving towards me so I ran in the house to get my camera and when I came back out the lights were gone.  I waited and within 5 minutes another red light appeared behind a tree, about 30 degrees up, so I ran out to the street but when I got to a point to view the object it blinked out.",Duration:5 minutes,"Location: Hamilton, NJ",Occurred : 9/24/2016 21:30  (Entered as : 9.24.2016 21:30),Posted: 9/30/2016,Reported: 9/27/2016 11:09:40 AM 11:09,Shape: Formation
616,At 928 pm friend and I talking about me seeing a red triangle shaped ufo just a week ago then see 6-8red orbs little bigger than Mars when it's close Moving very fast no sound.  Went from triangle then rounded out Looked like it was coming from where i70 enters the mountains.,Duration:15 seconds,"Location: Denver, CO",Occurred : 9/24/2016 21:28  (Entered as : 09/24/16 21:28),Posted: 9/30/2016,Reported: 9/24/2016 9:26:01 PM 21:26,Shape: Triangle
617,I saw a bright orange light in the sky that hovered over my neighbors house and then moved slowly as far as I could see until out of sight.  The shape was an upside down U and at the ends it came together to form a line.  Nothing like I have ever seen.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:5 minutes,"Location: Cumberland Center, ME",Occurred : 9/24/2016 21:17  (Entered as : 09242016 21:17),Posted: 10/11/2016,Reported: 10/1/2016 2:54:07 PM 14:54,Shape: Other
618,"My uncle went outside to smoke a cigarette and he happened to spot the formation of the orange lights.  They flickered as they gliding through the sky and they went left to right. They ended up fading away once they went behind the trees.  My uncle ran to go get us and we freaked out and tried to record.  i got it but its very faint and i only got the last one. the last one stopped in the sky and went up to go over a tree.  Soon after, we all heard sirens from an alarm system and cop sirens.",Duration:11 minutes,"Location: Lancaster, PA",Occurred : 9/24/2016 21:00  (Entered as : 9/24/16 21:00),Posted: 9/30/2016,Reported: 9/24/2016 7:14:23 PM 19:14,Shape: Circle
619,"Macungie, PA-8 staggered red lights in sky traveling slowly W to S over South Mountain at 9 PM 9/24/16.I stepped outside to walk my dog and looked SW in the sky in the direction we were to walk.  Over the tree tops were 8 bright red lights traveling reasonably slowly from W to S, seemed to be over South Mountain.  They were staggered in formation, all traveling at the same speed and were maybe 500 feet apart.  They were not planes as that area is not on any flight paths and the lights did not blink.  They were steady red.  I turned and ran into the house to get my camera and ran back out.  I was only in the house for 30 seconds.  Upon returning outside, only the last red light (the most western light) was still lit but it went out as soon as I looked at it.  There are no towers in the direction I was looking so the lights could not be the tops of such.  I continued watching the sky in that direction but nothing was there.  Right after that, the area security guard drove up and I ran to talk to him.  He said he saw them too but from an area where they showed between the trees and he assumed they were tower lights.  But, he agreed with me when we talked and he thought about it that there are no towers in that direction.  The location is Macungie, PA just west and south of Allentown, PA.  South Mountain is about 5-8 miles from here so the lights were that far away.  They were probably 10,000 feet high or about that.  My dog did not react to anything outside.  It struck me that as soon as I spotted them and then when I swung my camera in their direction, they disappeared.  It was almost like they knew I was trying to video them.  These are my first visible UFOs.  Very strange around these parts.",Duration:5 minutes,"Location: Macungie, PA",Occurred : 9/24/2016 21:00  (Entered as : 09/24/16 21:00),Posted: 9/30/2016,Reported: 9/24/2016 6:35:46 PM 18:35,Shape: Light
620,"Large rectangular formation of lights visible over farm house that disappeared and then reappeared, moving slowly and silently.Me, my wife, my brother, and my sister-in-law were driving to visit my in-laws at 8:45 pm.  As we came around the corner, we all noticed what we thought were lights on one of the many grain bins in the area.  However, as we got closer I realized that they were too high in the air (roughly 200 ft) to be a grain bin, plus there was no bin in that area.  The lights were roughly in a rectangular shape, four or five white lights and a small red one.  They seemed to sit still and were clearly too low to be a plane (low enough that at first they were thought to be a grain bin)  As we pulled into the house the trees momentarily obscured the view of the lights.  I parked in the driveway and my brother and I got out to look for them and they were gone.This was startling and we began to question what was going on.  My mother and father in law were sitting in the heard star gazing (it was a pristinely clear night).  They said that they saw nothing and heard nothing (which ruled out a helicopter or low flying plane).  My brother and I ran back down the road in the direction we'd come from, thinking that a change in perspective might show us what the lights were, but they were gone.  This is where it got strange...we knew they had been there, and they were stationary enough and close enough so that all four of us in the car had assumed they were part of the surrounding farm equipment....in fact, we all assumed this was the case which is why none of us commented to each other upon first seeing them.As we searched, we say a low flying, VERY slow moving, and silent line of lights in the distance....as we watched it glided over the horizon and was gone.The following morning we told the neighbor (a farmer whose lived in the area a long time) what we had seen. His response was, ""oh, you saw them too?  I've seen those four or five times before, always in the Fall.""  He continued to explain that he's seen the lights often (4-5 times) before and that they will appear, hover, and then disappear, only to reappear again somewhere else.  He even said that, in the past, they've hovered for a time and then shot off quickly.  Always in the Fall he said, and usually October....this was an early sighting and he was surprised to hear it.",Duration:4 minutes,"Location: New Holland, OH",Occurred : 9/24/2016 20:45  (Entered as : 09/24/16 20:45),Posted: 9/30/2016,Reported: 9/25/2016 1:32:15 PM 13:32,Shape: Unknown
621,"Sighting of a 'V' shaped craft approximately 200 feet across, traveling very fast at about 2,000, with no lights and no sound.September 24, 2016.   Garden City Beach, SC, 8:47pm  My wife and 30 year old son and I were on a Murrells Inlet dock watching for satellites, two blocks from the ocean.  We had seen eight or nine over about a 30 minute period.  We looked almost straight up to see a ‘V’ shaped aircraft zoom over heading south.  We estimate the craft to be several hundred feet across, and flying at approximately 2,000 feet.  It had no lights, and made absolutely no sound.  It was dark gray, but visible against a star lit sky, and possibly reflecting some of the ground lights.  My first thought was a ‘B-2 Bomber’ but there was no structure inside of the ‘V’, and no lights, and no sound. I have seen numerous lights, and strange phenomenon in past trips to Garden City, and never assigned any labels to them.  But this was an intelligently controlled ‘craft’.",Duration:15 seconds,"Location: Garden City, SC",Occurred : 9/24/2016 20:45  (Entered as : 9/24/2016 20:45),Posted: 10/13/2016,Reported: 10/12/2016 10:13:36 AM 10:13,Shape: Other
622,"Two very bright, star-like objects side by side at an angle.Two bright lights, side by side at an angle (approx. 45 degree), near Andromeda constellation.  Thought they were stars, but I know there are no such stars in that area that bright.  Just as I realized that fact, they began to faded.  The one on the right faded quicker than the one on the left.",Duration:10 seconds,"Location: Tigard, OR",Occurred : 9/24/2016 20:45  (Entered as : 09/24/16 20:45),Posted: 9/30/2016,Reported: 9/25/2016 9:30:55 PM 21:30,Shape: Light
