,Description,Duration,Location,Occurred,Posted,Reported,Shape
397,"A flare like object shot into the sky, then started moving to the right.After pulling an all nighter, on march fifth, 2017, at 5 in the morning, my friend, his little brother and I had decided to go for a walk to a nearby park.  While on the asphalt path leading up to the park, we saw an orange colored glowing circle shoot up.  We had immediately assumed that it was a flare, and contemplated calling the police in case someone was lost in a forest, but the direction it was coming from was by a more populated area of our city.  The glow seemed to get bigger, then smaller.  We stood there, watching it out of curiosity.  Then, it started moving.  My friend and I started recording with our phones, and then began running home.  It seemed to come a little bit towards us, then, my phone shut down while on 15%, which it had never done before or after.  By the time my phone finally turned on again, the UFO was to far away to be visible on my camera.  But my friend still had his footage.  We woke up his father and told him about what happened, but re! alized we couldn't show him the footage do to language the three of us used in shock.  But we still had the footage.  I told my dad about the experience and he told me I needed to ""get some sleep"".  We talked about it the next day, but primarily focused on other things since then.  One day, a month and a half later, I learned that my friend's phone had suddenly stopped working.  I found this strange, especially because it was only a year and a half old.  Since then, I didn't think much of it, until today, when I decided to share my experience with the world.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:5-10 minutes,"Location: Wheeling, IL",Occurred : 3/5/2017 05:10  (Entered as : 03/05/2017 5:10),Posted: 8/4/2017,Reported: 8/3/2017 12:06:53 PM 12:06,Shape: Circle
398,"Saw extra bright thing in the air at 3:04 am that did very erratic movements with laser like lines and ended up in different position.I took my dog out and went back to bed.  Normal view from room shows planes ready to land with lights - the lights I saw were headlight size compared to normal views.  Almost a double headlight look and could not tell where it was going - I went to bed early and know what I saw.  The object was not clearly making a path to move forward or backwards - and then, an erratic movement pattern occurred - where the light moved in a weird pattern and then ended up in a different position - almost laser like movement rods.  Wanted to wake up my husband and daughter but thought it would be gone by then.  watched for a few more minutes and watched changes in location. and then it was gone..... could have been Ft. Dix-McGuire testing, or whatever - but what I witnessed was something I had never seen before and couldn't explain erratic and so fast movement.  Was not afraid..........",Duration:10 minutes,"Location: Upper Freehold Township, NJ",Occurred : 3/5/2017 03:04  (Entered as : 03/05/17 03:04),Posted: 3/10/2017,Reported: 3/6/2017 5:30:45 PM 17:30,Shape: Other
399,"Two strange red lightsWe were driving back late at night from a party, and we look up and there's these two strange flashing red lights and a strange sensation came over the two of us and I didn't catch a photo because of the strange sensation.  We circled back to look for it but by them  it was gone.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:2-3 minutes,"Location: Pittsburgh, PA",Occurred : 3/4/2017 23:00  (Entered as : 3/4/2017 23:00),Posted: 3/10/2017,Reported: 3/5/2017 8:45:06 AM 08:45,Shape: Light
400,"White starlike UFO over PowellMe and about 5 other people were on our back porch at about 10 at night when we noticed what looked like a star in the sky.  We noticed that it wasn't there yesterday and stars don't just appear out of nowhere so we decided to use our phones to get a closer look.  On our cells we noticed that it appeared to be spinning and it was moving slightly, we couldn't tell if it was going up or just further away from us.  It's been here for about 30 minutes and we've gotten pretty decent pictures of it.  There was just one, and later we noticed what seemed to be a plane going towards it but we couldn't really see that well.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:Ongoing,"Location: Powell, TN",Occurred : 3/4/2017 22:31  (Entered as : 03/04/17 22:31),Posted: 3/10/2017,Reported: 3/4/2017 7:38:02 PM 19:38,Shape: Circle
401,"White sphere traveling at extremely hight rate of speed toward the ground before curving up into the sky and disappearing with a flash.I was traveling west on I-90 between the Cliff Ave. exit and I-29.  I observed an airplane approaching the airport and the plane was traveling south across the interstate and preparing to landing at the airport.  After the plane had passed by and landed, I observed a large singular white sphere of light fly down toward the ground and then it changed course and curved up towards the sky again. It was traveling east to west.  It traveled as a high rate of speed and then as it came down it appeared to increase speed before changing flight path and curving up into the sky again.  As it curved up it abruptly disappeared and I seen two quick flashes of light where it disappeared.  I never seen it again.  It had no streak or tail behind it.  I was in my car but heard no jet noise.  It traveled at a much faster rate of speed than any fighter plane I’ve seen.  I also observed another plane that appeared to be preparing to land at the airport and this object streaked ! through the sky in between the two planes that were landing.At first I thought it might be a meteor but it did not have a tail and it changed course and turned up into the sky again.  It was also significantly larger than any star or flashing light on an airplane in the sky.",Duration:5 seconds,"Location: Sioux Falls, SD",Occurred : 3/4/2017 21:48  (Entered as : 03/04/2017 21:48),Posted: 3/10/2017,Reported: 3/4/2017 8:52:21 PM 20:52,Shape: Sphere
402,"Strange bright white light hovering.Looked like a really bright wihite light like a star.  It came straight down form the heavens, had strange maneuvers, and stopped and hovered for a long time, then dimmed and dropped behind the Beartooth Mt. range.   There was no sound and it was brighter than stars.((NUFORC Note:  Sighting of Venus??  PD))",Duration:1 hour,"Location: Absarokee, MT",Occurred : 3/4/2017 21:00  (Entered as : 3/42017 9:00),Posted: 3/10/2017,Reported: 3/5/2017 8:04:49 PM 20:04,Shape: Other
403,Shape shifting triangle craft with glow zoomed by our balconyThe craft zoomed across our balcony morphing shapes - 4 chevrons folding over itself.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:8 seconds,"Location: Amelia Island, FL",Occurred : 3/4/2017 20:30  (Entered as : 3/4/17 20:30),Posted: 3/10/2017,Reported: 3/4/2017 9:35:02 PM 21:35,Shape: Triangle
404,"Basingstoke Hampshire UK 8:28 pm 4/3/2017.Looking at stars towards the south and I noticed the corner of my left eye a flash in space like a camera taking pictures, so I turned and looked up into space and noticed a faint light moving between the stars, then another flash occurred and noticed how large the unidentified object was.It was around 5 times bigger than the stars, it flashed again and moved then stopped, then another flash.  Could it be the international space station or a satellite?((NUFORC Note:  Possibly a tumbling rocket casing??  PD))",Duration:2 minutes,"Location: Basingstoke (Hampshire)(UK/England), ",Occurred : 3/4/2017 20:28  (Entered as : 3/4/2017 20:28),Posted: 3/10/2017,Reported: 3/4/2017 1:12:07 PM 13:12,Shape: Flash
405,"High speed orange light observed from northeast of Donaldsonville, GA, to southwest.Bright orange light first spotted northeast of our campsite and was traveling southwest bound at constant high rate of speed.  The object was first spotted approximately 10 degrees above the horizon and continued to be visible until it was approximately 10 degrees above the southwest horizon!  No sound was noticed as it passed by nor several minutes after it passed.  There were five sober adult witnesses to the object!  Including three Law Enforcement Officers!((NUFORC Note:  We spoke via telephone with the witness, who works in law enforcement, and we found him to be sincere and sober-minded.  He added that all of the witnesses are skilled at observing satellites passing overhead, and that the object had a distinctly orange appearance to it.  We have corrected the date above, to reflect a sighting on March 04, 2017, which is the date the witness intended.  PD))((ADDENDUM FROM WITNESS))This is a supplement to my original report made on 03/04/2017.  Several important things came to mind.  Myself, as well as the other witnesses with me, enjoy spotting satellites while camping!  This is often done with the aid of the iPod app SkyView, as well as the Sky View Satellite guide!  When this object was noticed, we all commented on how different it was, compared to a normal sighting of a satellite.  The object was faster, brighter, and maintained the same intensity in illumination during the entire observation, from approximately 10 degrees above the northeast horizon, over our location, to about 10 degrees above the southwest horizon.  Most satellites will get brighter or dimmer, depending on its relationship to the earth and sun!  The moon that night was about half full but the object was still very visible! My wife was able to orient her IPad in the direction of the object, but no satellite was noted on her app!  I know that not all satellites may be allowed to appear on this app, as well as all space junk (rocket bodies)!",Duration:2:00 minutes,"Location: Donaldsonville, GA",Occurred : 3/4/2017 20:10  (Entered as : 03/14/17 20:10),Posted: 3/10/2017,Reported: 3/4/2017 5:33:25 PM 17:33,Shape: Light
406,"Filmed Dimond shape object in different spots in the sky.I have video.  To Large to e-mail  Mar. 4, 2017 7:40pm Lynchburg, Va.","Duration:45 minutes, I went in","Location: Lynchburg, VA",Occurred : 3/4/2017 19:40  (Entered as : 03/04/17 19:40),Posted: 3/10/2017,Reported: 3/4/2017 7:42:14 PM 19:42,Shape: Diamond
407,"Driving west on Route 25 Tenney Mountain Highway.  There was a very large and bright object in the sky straight ahead of us (west).  We could not tell if it was a planet, but it was pulsating.  It was not flickering as a star would.  We pulled into Hannaford Supermarket parking lot and it now appeared in south west sky.  We watched it for 5 minutes.  Then, I noticed a car pulling over also looking at the object.  It was very cold out so we went into the supermarket.  When we came back out about 15 minutes later, it was no longer present in the sky. ((NUFORC Note:  Sighting of Venus.  PD))",Duration:unsure,"Location: Plymouth, NH",Occurred : 3/4/2017 19:20  (Entered as : 03/04/17 19:20),Posted: 3/10/2017,Reported: 3/4/2017 5:43:18 PM 17:43,Shape: Diamond
408,"A white glow in the sky very low with a haze around it, very odd, observed by 2 over NE WisconsinIt showed up again at about the same time, 1900pm.  My wife spotted it.  I went down the street to get a better look, it was just sitting there in the sky.  A white light with a lite haze around it.  Not moving at all, not changing to brite white to low like last time.((NUFORC Note:  Sighting of Venus?  PD))",Duration:45 minutes,"Location: Kaukauna, WI",Occurred : 3/4/2017 19:00  (Entered as : 03/04/2017 19:00),Posted: 3/10/2017,Reported: 3/4/2017 6:27:00 PM 18:27,Shape: Light
409,"Red ball with fire over Lynchburg, Va.I saw a red ball like object that appeared to have a flame of sorts around it.  It moved upward and proceeded slowly in a horizonal motion then increased slightly in speed.  As i was driving, I was unable to keep a constant visual of the object, and it disappeared.  I have never witnessed anything like this.((NUFORC Note:  Source of the report elects to remain totally anonymous; provides no contact information.  PD))",Duration:3 minutes,"Location: Lynchburg, VA",Occurred : 3/4/2017 18:42  (Entered as : 03/04/17 18:42),Posted: 3/10/2017,Reported: 3/9/2017 5:27:20 PM 17:27,Shape: Fireball
410,"I didn't see an object but there a low flying helicopter with a spotlight was seen along with other aircraftI was playing a video game tonight and heard a low-flying helicopter go over my house. It was enough to shake my house, and also several of my neighbors went outside to see what was going on. I didn't actually see the helicopter, but my neighbor said that it ""had a big spotlight on it"" and looked like it was looking at the power lines on our street and then it flew off.  Several seconds later, I yelled up the street to my closest neighbor and said ""what the _____ was that?""  And he replied he didn't know what was going on.I went back inside for a few moments and figured it was a search helicopter or Lifelight (we have snowmobile trails here and several people become injured or lost) and I figured maybe that's what was going on.  We have had helicopters flying low before looking for marijuana but it's the dead of winter and I'd highly doubt that was the cause.Anyway I went outside to see if the helicopter was going to make a circle back. I heard the sound of a plane off in the distance, went to my backyard and saw 3-4 aircraft off toward Borestone Mountain which is about 10 miles away.  They appeared to be either jets or helicopters.  As it was night time I could only make out the lights and that they were moving ""left to right"".  At that moment I was pretty sure something had happened and decided to call the sheriff's department and notified them of what was happening.  They said that they had ""no reports"" of Lifelight or any other aircraft (from an emergency standpoint) in the area.  The dispatcher on the phone said ""you are the only person to call in about it TONIGHT.""  I asked, ""has this happened before?"".  She said that she had had reports in the past of aircraft in the Monson area and low-flying helicopters as recently as a week ago.  I didn't give them my name but told them in general where I live as I didn't want to sound crazy.  I then went to the store and talked to a clerk who had said she saw the helicopter. Another friend across town also mentioned on Facebook she thought the ""helicopter was going to land on her house.""  I know I didn't see an object - but what is making me report this is that after I had returned home, I looked above my house and noticed more aircraft and a suspicious low-cloud at the end of my street. It is pretty windy here tonight, and the cloud DID NOT move.  It seemed to be like a trail and it was going in the direction of the mountain I had previously mentioned.  I showed my neighbor who remarked the cloud looked weird - the moon lit it up in the dark. It is a clear night and very cold with wind.I am just wondering if it was perhaps a military exercise or there was some kind of incident like a UFO, maybe something crashed?  I live in rural Maine and although we get military planes occasionally it is below zero and I doubt any training would be going on - especially so close to the ground.  I didn't see an object but am curious as to what it could be.  I've heard of reports like this in the past that have happened around the world and I have an avid interest in UFOs.",Duration:5 minutes,"Location: Monson, ME",Occurred : 3/4/2017 18:30  (Entered as : 03/04/17 18:30),Posted: 3/10/2017,Reported: 3/4/2017 4:45:01 PM 16:45,Shape: 
411,"Two bright lights spotted near the Big Dipper, fading from sight as the moved together.Observed 2 bright lights near the base of the Big Dipper's ""cup"" and ""handle"".  The lights stayed the exact same distance from each other,  (about an inch, relatively), as they slowly moved down in the sky, along the handle of the Big Dipper towards the horizon.  They became increasingly distant and dimmer as they moved until they disappeared completely from sight.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:30-60 seconds,"Location: Kitchener (Canada), ON",Occurred : 3/4/2017 15:30  (Entered as : 03/04/17 15:30),Posted: 3/10/2017,Reported: 3/4/2017 6:04:14 PM 18:04,Shape: Light
412,White cylindrical shaped craft hovering motionless above downtown Cleveland.  Have video and pics.,Duration:10 minutes,"Location: Cleveland, OH",Occurred : 3/4/2017 15:00  (Entered as : 03/04/18 15:00),Posted: 3/10/2017,Reported: 3/4/2017 12:06:07 PM 12:06,Shape: Cylinder
413,Driving on I-80 between Ashland and Waverly.  We look up and see a bright diamond shape object like a star fly away into darkness.  Not a plane; no blinking light.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:2,"Location: Ashland, NE",Occurred : 3/4/2017 05:45  (Entered as : 03-04-2017 5:45),Posted: 3/10/2017,Reported: 3/4/2017 4:02:57 AM 04:02,Shape: Diamond
414,"Bone-rattling sonic boom like noise that did not ""fly by,"" but ascended directly upward, no visible craft seen.I was on the peak of a one story house roofing, when I heard what seemed like a sonic boom—something, living in Alaska, I have only experienced maybe 2 times…  But I remember  distinctly experiencing the first as a child and how it lead me to ask/learn about the speed of sound, etc., after hearing a massive jet fly over, yet looking up to see the only aircraft in the sky was already far far past me..So on this super chilly yet beautiful BLUEBIRD, (literally not a single cloud visible in the sky) sunny day, I was sitting on the peak of the roof and as with a sonic boom, this out of nowhere, thunder-like BOOMING began so I started to scour the sky for the plane.There is a very small municipal airport nearby, so watching the various and at times quite suspicious types of helicopters/planes that come and go, is something I actively do as we work.As the INTENSE sounds continued it was immediately obvious that the sound was not “flying by” but instead was isolated almost directly above me, a little more towards the north east though.It was if a rocket was taking off above my head but that it was either sooooooooo far up that my (extremely excellent) eyes were unable to see it or that whatever it was, was COMPLETELY invisible.  I have read the unaided human eye can see a candle flame from 30 miles soooo, whatever was producing the noise was not reflecting light, was behind a barrier or was projecting its sound ""angularly"" by bouncing it off of a barrier.It was SO LOUD that it literally rattled my bones with cracking and booming, freaking me ((deleted)) out.Another way to describe how the whole thing felt is like the blue of the sky was the surface of water, and I couldn’t see up into it, but right on the other side of the surface was an enormous turbine propeller that literally tore its vessel away with power resulting in what sounded like a sheet of tin, as big as the sky around me, being shaken over and over and over  --like you do with sheet to make a bed..I searched the sky for any movement- for minutes even after the sound ended.Looking in every direction over and over, closing my eyes a time or two because of the intensity of the sunlight and trying to make sure my eyes combined with the immense field of BLUE NOTHINGNESS, didn’t start playing tricks on me..Picture me like some freaking crazy-ass, paranoid tweaker, sitting on top of a roof,  in -15F, doing a methodical but semi frantic 360 scan of an empty sky, over and over.... Ohhh how I HOPE someone saw it hahaha There were no planes, birds , clouds, wind--- NOTHING.The noise was of seemed an invisible craft ascending straight up, directly away from the earth until it could not be heard from the ground any longer.I have seen the videos of crafts with chameleon abilities but with those, there were objects and clouds around/behind them so it seemed their movement and outlines were visible.There was nothing but the stop-you-in-your-tracks noise and the nearly impossible-to-describe blue of an Alaskan sky on a below zero, sunny day.I have had two unidentified sightings before this.  The first in late Dec 2013 shared with another witness that was reported—which shared someone else’s similar report on the same day/area on NUFO, and the second not reported from winter of 2015.I wish i had thought to record the sky to see if something was caught... oh well  ........To me it is insanely humorous how people are told not to believe & neglect their own eyes/hears/senses in general, and how most are willing to ‘accept’ some second hand information or “knowledge” from a complete strangers mouth-- from some device or screen of which they have not even the most basic understanding of its workings, nonetheless!((NUFORC Note:  Source of the report elects to remain totally anonymous; provides no contact information.  PD))",Duration:1-2 minutes,"Location: Soldotna, AK",Occurred : 3/4/2017 04:00  (Entered as : 03/04/17 04:00),Posted: 3/10/2017,Reported: 3/9/2017 3:31:25 AM 03:31,Shape: Unknown
415,"Seen a very brief bright light fast through the clouds.  Lasted 3 to 5 seconds, and was gone.",Duration:3-5 seconds,"Location: Englewood, CO",Occurred : 3/4/2017 01:00  (Entered as : 3/4/2017 1:00),Posted: 3/17/2017,Reported: 3/11/2017 1:38:43 AM 01:38,Shape: Disk
416,"Large glowing sphere makes course change at high altitude .As I drove through an apartment complex on Davis road, I noticed an unusual bright glow approaching from the south.  I immediately stopped my truck and started recording video.  I pointed it out to my passenger who was also stunned .The object was moving from south to north, before changing to a eastern course and disappearing  behind a cloud layer 7000-10000 feet.  It was difficult to judge distance, but I believe the craft was at a much higher altitude.  Likely massive size.",Duration:1-2 minutes,"Location: Fairbanks, AK",Occurred : 3/3/2017 21:38  (Entered as : 03/03/17 21:38),Posted: 3/10/2017,Reported: 3/4/2017 5:26:42 AM 05:26,Shape: Sphere
417,"Three star-like lights moving in the skyDate:  March 3, 2017. Time:  9:00 p.m Pacific time; California Location:  Temecula, California Duration:  20 sec Direction:  Eastward across the sky, 3 stars that appeared to be the size of Orion’s Belt in the sky appeared and weaved slightly and then disappeared.  Not out of my vision, but into the sky, as it was dark.  They also seemed to appear out of no where.  Earlier approximately 30-60 mins, I saw a shooting star, which I thought was odd given the reflective light from the city and my location.I hope that helps, I apologize if my over enthusiatisc tone made you think that this was a prank, but it is not.  Any further inquires you have regarding this situation, I would love to hear from you, via reply to this email.I appreciate what you are doing and hope more people speak up and report what they see!    Best wishes, ((name deleted))",Duration:20 seconds,"Location: Temecula, CA",Occurred : 3/3/2017 21:00  (Entered as : 03/03/17),Posted: 3/10/2017,Reported: 3/3/2017 10:01:10 PM 22:01,Shape: Triangle
418,"4 red lights not moving in the shy very weird.4 red lights not moving in the sky. though I was seeing stuff so got a friend he sees them too, parked the car as close to it as possible and tried to listen for an engine but nothing quiet very weird.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:idk,"Location: Blacksburg, VA",Occurred : 3/3/2017 20:28  (Entered as : 3/3/2017 20:28),Posted: 3/10/2017,Reported: 3/3/2017 5:34:59 PM 17:34,Shape: Light
419,"MY wife and I  driving On road # 2 PR going south in Mayaguez, Puerto Rico, at approx 8:10 pm on March 3, 2017,  My wife and I saw a blueish green fireball, streaming with a lighted tail from west to east,  It was going very fast sighting was just  of a few seconds.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:3 seconds,"Location: Mayaguez (Puerto Rico), ",Occurred : 3/3/2017 20:10  (Entered as : 030317 21:10),Posted: 3/10/2017,Reported: 3/4/2017 7:22:50 AM 07:22,Shape: Fireball
420,"As I was walking to my door, I looked up at the western sky and saw approximately 7 oval bright orange/red objects in a hook formation.  As sudden as they appeared, they disappeared.",Duration:1.5 minutes,"Location: Yuma, AZ",Occurred : 3/3/2017 19:36  (Entered as : 3/3/17 19:36),Posted: 3/10/2017,Reported: 3/5/2017 8:39:28 AM 08:39,Shape: Oval
421,"Unusual very bright looking star with the distinctive shape of an upward pointing arrow.In western sky on evning of 03Mar2017, at aprox 19:30, in Longmont, CO, was seen a very bright looking star.  What made it unusal was its brightness and distinctive shape of an upward pointing arow which gave the impression of, 'What the hell is that thing?""  Many people must have seen it.((NUFORC Note:  Venus.  PD))",Duration:>1 hour,"Location: Longmont, CO",Occurred : 3/3/2017 19:30  (Entered as : 03MAR2017 19:30),Posted: 3/10/2017,Reported: 3/3/2017 9:19:27 PM 21:19,Shape: Light
422,I heard helicopters and looked out and saw 3 military type's chasing a round red object at high speed going north.I lived here a very long time and never anything like that.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:30 seconds,"Location: Wilmington, DE",Occurred : 3/3/2017 19:25  (Entered as : 03-03-17 19:25),Posted: 3/10/2017,Reported: 3/3/2017 11:18:45 PM 23:18,Shape: Fireball
423,Saw  amber/orange lighted object in western sky.Took the trash out and looked to the west and saw an amber/orange object in the sky. Thought it might be Mars or Mercury due to the color.  The object started to move in a west to northwest direction so I knew it wasn't a planet.  I then paid closer attention and saw a larger circle of light below and a smaller light on top.  You could see a black area (I think it could have been the night sky as that's what it looked like) between the two amber/orange lights.  The object was silent.The night was clear and there was no cloud cover.I immediately tried to find a witness and when I returned the object was gone.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:45 seconds,"Location: Ridgecrest, CA",Occurred : 3/3/2017 19:05  (Entered as : 03/03/17 19:05),Posted: 3/10/2017,Reported: 3/3/2017 7:20:18 PM 19:20,Shape: Unknown
424,"Saw  amber/orange lighted object in western skyCORRECTED STATEMENT AS I MEANT TO WRITE EAST TO NORTHEAST DIRECTION NOT WEST TO NORTHWEST.Took the trash out and looked to the west and saw an amber/orange object in the sky. Thought it might be Mars or Mercury due to the color.  The object started to move in a west to northwest ((sic. east to northeast)) direction, so I knew it wasn't a planet.  I then paid closer attention and saw a larger circle of light below and a smaller light on top.  You could see a black area (I think it could have been the night sky as that's what it looked like) between the two amber/orange lights.  The object was silent.The night was clear and there was no cloud cover.I immediately tried to find a witness and when I returned the object was gone.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:45 seconds,"Location: Ridgecrest, CA",Occurred : 3/3/2017 19:05  (Entered as : 03/03/17 19:05),Posted: 3/10/2017,Reported: 3/3/2017 7:22:38 PM 19:22,Shape: Unknown
425,"Object in daytime sky reflected light twice then disappeared.Driving southwest at around 17:30 with another passenger and we saw a sphere in the sky that seemed to blink in and out of existence.  Very similar in appearance to the planet Venus as it appears in the evening sky, yet this was before sundown.  Sky was bright and well lit, and object was gray and reflective.  It appeared briefly, as if it had been there all along and was suddenly reflecting sunlight.  It disappeared then ""reflected"" light once more before we lost line of sight due to surrounding treeline.",Duration:5 seconds,"Location: Wetumpka, AL",Occurred : 3/3/2017 17:30  (Entered as : 03/03/17 17:30),Posted: 3/10/2017,Reported: 3/4/2017 12:26:03 AM 00:26,Shape: Sphere
426,"object observed to the east of the city of Anchorage.Object was reported observed over or beyond the Mountains to the East of the city.  Cool morning, approximately 11° F at ground level, clear morning sky, light breeze.  Object appeared vertical at first, the horizontal and proceeded to travel to the south at a rather fast pace.  No reports of sounds or booms, and unable to determine distance, other than sight of the object was lost as the mountains blocked the view briefly behind the peeks.   The object was bright as it was back lit by the sun, and the western face of the mountains was still shadowed.  There was a trailing plume that was visible and changed slightly in form the trailing edge did not linger and closer to the tip remained constant; however, the leading edge appeared sharp and constant.",Duration:10,"Location: Anchorage, AK",Occurred : 3/3/2017 08:15  (Entered as : 030317 8:15),Posted: 3/10/2017,Reported: 3/3/2017 12:06:16 PM 12:06,Shape: Fireball
427,"Circular formation of multiple lights on an identifiable shaped aircraft behind trees, moved abnormally quickly.I was driving west this morning and was leaving Index around 6:10 ish. I was almost to the multi-lane straight away when, above the trees, there was a HUGE circular formation of lights that was directly behind the trees.  It was kind of in a flower/5 or more light circular light formation, but the lights moved around in no real pattern. I had to slow down and see what would happen and it seriously moved/jumped insanely fast several yards to the left and down a bit, but I could still partially see it through the trees.  There's no way it was a plane.  It was feet away from trees (maybe even between trees--hard to tell) and way lower than any plane should be.  I don't know that much about drones, but this was abnormally large and bright and could move faster than anything I've ever seen. It wasn't just light, either.  It definitely had some sort of metal, but it was so bright I could hardly make it out.  I was rubbing my eyes in shock before it moved again and I couldn't see it anymore.",Duration:1 minute,"Location: Index, WA",Occurred : 3/3/2017 06:10  (Entered as : 03/03/17 06:10),Posted: 3/10/2017,Reported: 3/3/2017 12:17:45 PM 12:17,Shape: Formation
428,"Saw 3 objects total.  All glowing lights.  One off on its own and two stayed tougher.  Had a very strange feeling.I was in my backyard and noticed these lights.  They were so bright, the light coming out of them looked like a rainbow, or a prism.  There were 3 total, one off on its own, and two grouped together.  Something really have me a strange feeling about them, my car was also visibly frightened by something as well.",Duration:1-2 hours,"Location: Fort Myers, FL",Occurred : 3/3/2017 00:00  (Entered as : 03/03/17 0:00),Posted: 3/10/2017,Reported: 3/3/2017 3:06:28 PM 15:06,Shape: Light
429,"Lights over Lake Conroe in Montgomery County Houston TexasI live in Bentwater on Lake conroe.  Its a very exclusive community.  Houses here start at  $200,000.00 and go up.  Last night, I noticed a star that seemed to be much much closer to me than any other.  i thought it was just a satilite, out here we dont have street lights of any kind. there is ZERO light pollution.  I noticed a light moving strangly and extremly close to the water.  I thought like anyone else it was a satilite, maybe a plane or something but how it moved was weighing on my mind. so i took a wooden straight pole, i aligned it with the top of the pole and the light. the light moved two feet at least to the left. Stopped. Then moved at least 10 feet up.  Then two or three feet right. it was bouncing all over . but always going back to the center in line with the pole.  after 3 hours of watching this it just dissapeared.  I mean nothing. no clouds were out at all, you can easily see all the stars, it just vanished.  I talked to a few neighbors on my way to the car this morn.  and apperently I wasnt alone seeing this.  Its been happening ALOT over the last two yrs over the lake. not EVER over the land just the lake. Its a well known fact that people are seeing lights like this happening over lake conroe more and more lately. I never belied any of what I had heard till I saw what I saw lastnight. it has changed evrything I know.",Duration:3 hours,"Location: Lake Conroe, TX",Occurred : 3/2/2017 22:30  (Entered as : 03/02/17 22:30),Posted: 3/10/2017,Reported: 3/3/2017 2:19:21 PM 14:19,Shape: Light
430,"Waco Tx 3 llight in sky triangle shape3 bright light in triangle shape moveiing across the night sky for 2-3 min steadly across the night sky, also can be seen on KXXV news 25, waco tx facebook page, video posted by another eyewitness",Duration:2-3 minutes,"Location: Waco, TX",Occurred : 3/2/2017 22:00  (Entered as : 03/02/2017 22:00),Posted: 3/10/2017,Reported: 3/2/2017 9:20:42 PM 21:20,Shape: Triangle
431,"Multiple accounts of UFO activity, Airforce base denies all knowledge!!Changing speed, direction, and elevation for approximately 2 hours, sat motionless for one hour then proceeded to move!  Object is spherical in nature and has two ominous lights that I can see from approximately five miles away!!((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:Active,"Location: Floodwood, MN",Occurred : 3/2/2017 21:45  (Entered as : 3/2/2017 21:45),Posted: 3/10/2017,Reported: 3/2/2017 8:03:53 PM 20:03,Shape: Oval
432,"A large triangle-shaped aircraft with no lights or sounds was witnessed gliding over Springfield, MO on March 2, 2017.Around 8 pm, I saw something large, triangle shaped moving low across the horizon.  It almost had the look of a stealth fighter, but much larger and had a silver or gray color to it.  What made it strange was there were no lights, to speak of.  My wife could not see it, because it blended in with the sky, but I saw it when it first was low over the horizon, where the sky was a little lighter.  As it moved to the north over Springfield, MO, the sky was darker and it blended in with the darker sky.  There were no lights and no noises coming from the craft.  The movement was very steady.  I go outside to smoke often...usually 7 or 8 times a night and see aircraft in the sky very often from our patio, but I've never seen anything like this.",Duration:1 minute,"Location: Springfield, MO",Occurred : 3/2/2017 20:00  (Entered as : 03/02/2017 20:00),Posted: 3/10/2017,Reported: 3/3/2017 5:58:14 AM 05:58,Shape: Triangle
433,A silvery orb high up to the east northeast.  Appeared to be moving steadily in a line.  It could still be a high flying plane I thought.  Then it made a shared clean unnatural turn to an opposing direction.  A second later I lost it. It was I think high over Edwards AFB and was similar to those in the San fernando valley in 2012 flap.  Same weather also.  High.  Wispy clouds.,Duration:00:00:10,"Location: Burbank, ",Occurred : 3/2/2017 11:20  (Entered as : 03/02/17 11:20),Posted: 3/10/2017,Reported: 3/2/2017 1:29:53 PM 13:29,Shape: Sphere
434,Three lights in a triangular shape in the sky.  One was really bright and the other two were dim.  When we started looking at them they all dimmed out and was gone.,Duration:20 seconds,"Location: Fayetteville, TN",Occurred : 3/2/2017 05:00  (Entered as : 03/02/17 5:00),Posted: 3/10/2017,Reported: 3/2/2017 3:35:37 AM 03:35,Shape: Triangle
435,"Driving in my car and saw what looked like a shooting star in the sky.  As it was shooting, it made a right angle turn and then shot off into the distance.((NUFORC Note:  Source of report indicates that the date is approximate.  PD))",Duration:3 seconds,"Location: Santa Monica, CA",Occurred : 3/1/2017 22:00  (Entered as : 3/1/2017 22:00),Posted: 4/7/2017,Reported: 3/29/2017 11:50:51 AM 11:50,Shape: Light
